,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,drogas_alcohol_positivo,vehiculos_implicados,coordenada_x_utm,coordenada_y_utm
2434,1,7,9.0,2,1.0,5.0,2.0,1,1,Slight,2,5,432917033,4480117359
2435,1,7,9.0,2,1.0,5.0,2.0,1,2,Slight,2,5,432917033,4480117359
12527,1,19,9.0,4,1.0,3.0,1.0,3,2,Serious,2,6,439340788,4480143681
12528,1,19,9.0,4,1.0,5.0,1.0,3,2,Slight,2,6,439340788,4480143681
12529,1,19,9.0,4,1.0,5.0,2.0,1,1,Slight,2,6,439340788,4480143681
12530,1,19,9.0,4,1.0,5.0,2.0,1,2,Slight,2,6,439340788,4480143681
12531,1,19,9.0,4,1.0,5.0,2.0,3,2,Slight,2,6,439340788,4480143681
5279,1,19,17.0,4,1.0,4.0,1.0,3,1,Slight,2,2,439747193,4480169076
5280,1,19,17.0,4,1.0,5.0,1.0,3,1,Slight,1,2,439747193,4480169076
33168,2,19,17.0,0,1.0,3.0,1.0,3,1,Serious,2,2,439746910,4480165526
33169,2,19,17.0,0,1.0,5.0,1.0,3,1,Slight,2,2,439746910,4480165526
19713,1,19,8.0,6,1.0,5.0,1.0,3,1,Slight,2,3,445372723,4480211009
19714,1,19,8.0,6,1.0,5.0,3.0,2,2,Slight,2,3,445372723,4480211009
19715,1,19,8.0,6,1.0,5.0,3.0,1,2,Slight,2,3,445372723,4480211009
29798,1,19,8.0,6,1.0,9.0,1.0,3,1,Slight,2,2,445366199,4480204373
29799,1,19,8.0,6,1.0,9.0,3.0,2,1,Serious,2,2,445366199,4480204373
28528,1,17,7.0,5,1.0,6.0,1.0,3,1,Slight,2,4,442967018,4480216564
28529,1,17,7.0,5,1.0,12.0,1.0,3,1,Slight,2,4,442967018,4480216564
28530,1,17,7.0,5,1.0,9.0,1.0,3,1,Slight,2,4,442967018,4480216564
28531,1,17,7.0,5,1.0,3.0,1.0,3,1,Fatal,2,4,442967018,4480216564
14108,1,19,9.0,2,1.0,6.0,1.0,3,1,Slight,2,6,431239277,4480233471
14109,1,19,9.0,2,1.0,6.0,2.0,3,2,Slight,2,6,431239277,4480233471
14110,1,19,9.0,2,1.0,6.0,2.0,3,1,Slight,2,6,431239277,4480233471
14111,1,19,9.0,2,1.0,5.0,1.0,3,2,Serious,2,6,431239277,4480233471
22556,2,19,8.0,6,1.0,3.0,1.0,3,1,Slight,2,2,445053262,4480262755
22557,2,19,8.0,6,1.0,3.0,3.0,4,2,Serious,2,2,445053262,4480262755
34906,1,17,17.0,2,1.0,3.0,1.0,3,2,Serious,2,2,441335789,4480264004
34907,1,17,17.0,2,1.0,5.0,1.0,3,2,Slight,2,2,441335789,4480264004
52177,1,17,17.0,2,1.0,9.0,1.0,3,2,Slight,2,3,441328170,4480272340
52178,1,17,17.0,2,1.0,5.0,1.0,3,1,Slight,2,3,441328170,4480272340
52179,1,17,17.0,2,1.0,5.0,2.0,3,2,Slight,2,3,441328170,4480272340
52974,1,17,9.0,1,1.0,9.0,1.0,3,1,Serious,2,2,429918450,4480385250
52975,1,17,9.0,1,1.0,9.0,2.0,3,1,Serious,2,2,429918450,4480385250
13264,1,0,9.0,8,1.0,4.0,1.0,3,1,Serious,2,3,440344003,4480407778
13265,1,0,9.0,8,1.0,5.0,1.0,3,1,Slight,2,3,440344003,4480407778
8994,2,3,17.0,6,1.0,5.0,1.0,4,1,Slight,2,3,441704317,4480436281
8995,2,3,17.0,6,1.0,5.0,2.0,4,2,Slight,2,3,441704317,4480436281
8996,2,3,17.0,6,1.0,5.0,3.0,3,1,Serious,2,3,441704317,4480436281
14465,2,17,10.0,6,1.0,5.0,1.0,3,2,Slight,2,2,440011556,4480447212
14466,2,17,10.0,6,1.0,5.0,3.0,1,1,Serious,2,2,440011556,4480447212
23095,1,19,13.0,0,1.0,4.0,1.0,3,1,Serious,2,2,450573570,4480471547
23096,1,19,13.0,0,1.0,5.0,1.0,3,1,Slight,2,2,450573570,4480471547
32664,1,19,9.0,7,1.0,5.0,1.0,3,1,Fatal,2,1,433986550,4480475629
49421,1,16,8.0,6,1.0,5.0,1.0,3,2,Slight,2,2,444931310,4480496190
49422,1,16,8.0,6,1.0,5.0,3.0,3,2,Serious,2,2,444931310,4480496190
42556,2,19,8.0,6,1.0,5.0,1.0,3,1,Slight,1,2,445330409,4480520833
42557,2,19,8.0,6,1.0,5.0,3.0,1,2,Serious,2,2,445330409,4480520833
28561,2,17,17.0,6,1.0,4.0,1.0,3,1,Slight,2,3,440531190,4480534589
28562,2,17,17.0,6,1.0,4.0,3.0,3,2,Slight,2,3,440531190,4480534589
28563,2,17,17.0,6,1.0,4.0,3.0,1,2,Fatal,2,3,440531190,4480534589
13194,1,17,17.0,0,1.0,4.0,1.0,3,2,Serious,2,2,440466769,4480546053
13195,1,17,17.0,0,1.0,5.0,1.0,3,1,Slight,2,2,440466769,4480546053
43291,1,3,7.0,5,2.0,5.0,1.0,3,1,Slight,2,3,441791490,4480569580
43292,1,3,7.0,5,2.0,5.0,1.0,3,2,Slight,2,3,441791490,4480569580
43293,1,3,7.0,5,2.0,5.0,2.0,2,1,Slight,2,3,441791490,4480569580
54121,2,3,7.0,2,1.0,15.0,1.0,3,1,Serious,2,4,441791490,4480569580
54122,2,3,7.0,2,1.0,15.0,2.0,3,2,Slight,2,4,441791490,4480569580
54123,2,3,7.0,2,1.0,5.0,1.0,3,1,Slight,2,4,441791490,4480569580
54124,2,3,7.0,2,1.0,5.0,2.0,3,2,Slight,2,4,441791490,4480569580
7885,2,18,9.0,3,3.0,4.0,1.0,2,1,Serious,2,1,436442249,4480592282
30746,1,19,17.0,6,1.0,5.0,1.0,3,1,Slight,2,2,441625723,4480640784
30747,1,19,17.0,6,1.0,5.0,3.0,4,1,Serious,2,2,441625723,4480640784
5109,2,17,9.0,5,1.0,6.0,1.0,3,1,Slight,2,2,429394875,4480657561
5110,2,17,9.0,5,1.0,5.0,1.0,3,2,Serious,2,2,429394875,4480657561
687,1,19,17.0,4,1.0,9.0,1.0,3,1,Slight,2,5,441352901,4480662705
688,1,19,17.0,4,1.0,5.0,1.0,3,2,Slight,2,5,441352901,4480662705
689,1,19,17.0,4,1.0,5.0,2.0,1,1,Slight,2,5,441352901,4480662705
690,1,19,17.0,4,1.0,5.0,2.0,3,1,Slight,2,5,441352901,4480662705
20361,2,19,10.0,10,1.0,4.0,1.0,3,1,Serious,2,1,441342238,4480678363
14330,1,17,9.0,2,1.0,3.0,1.0,3,1,Serious,2,2,429349642,4480681241
14331,1,17,9.0,2,1.0,5.0,1.0,3,1,Slight,2,2,429349642,4480681241
16924,2,19,10.0,6,4.0,6.0,1.0,3,1,Slight,2,2,438173727,4480707610
16925,2,19,10.0,6,4.0,6.0,3.0,4,1,Fatal,2,2,438173727,4480707610
42714,1,19,10.0,2,1.0,3.0,1.0,3,2,Slight,2,2,441011950,4480715140
42715,1,19,10.0,2,1.0,5.0,1.0,3,2,Slight,2,2,441011950,4480715140
43551,2,19,10.0,3,7.0,2.0,1.0,2,1,Slight,2,1,441011950,4480715140
46487,2,19,10.0,3,1.0,3.0,1.0,3,1,Serious,2,1,441011950,4480715140
49909,1,19,10.0,4,1.0,9.0,1.0,3,1,Slight,2,3,441011950,4480715140
49910,1,19,10.0,4,1.0,5.0,1.0,3,1,Slight,2,3,441011950,4480715140
49911,1,19,10.0,4,1.0,5.0,2.0,3,2,Slight,2,3,441011950,4480715140
50907,2,7,10.0,2,1.0,4.0,1.0,3,1,Serious,2,3,439314800,4480763410
50908,2,7,10.0,2,1.0,5.0,1.0,3,1,Slight,2,3,439314800,4480763410
50909,2,7,10.0,2,1.0,5.0,2.0,3,2,Slight,2,3,439314800,4480763410
54431,2,7,10.0,2,1.0,9.0,1.0,3,1,Slight,2,3,439314800,4480763410
54432,2,7,10.0,2,1.0,9.0,2.0,3,1,Slight,2,3,439314800,4480763410
54433,2,7,10.0,2,1.0,5.0,1.0,3,2,Slight,2,3,439314800,4480763410
24231,1,17,12.0,2,1.0,3.0,1.0,3,1,Serious,2,2,443327600,4480789461
24232,1,17,12.0,2,1.0,5.0,1.0,3,1,Slight,2,2,443327600,4480789461
48397,2,19,8.0,3,1.0,2.0,1.0,3,1,Serious,1,1,446076150,4480819550
6446,2,19,10.0,6,1.0,4.0,1.0,3,1,Slight,2,2,439419919,4480838019
6447,2,19,10.0,6,1.0,4.0,3.0,4,2,Serious,2,2,439419919,4480838019
1757,1,19,10.0,2,1.0,2.0,1.0,2,1,Serious,2,2,438669788,4480863128
1758,1,19,10.0,2,1.0,5.0,1.0,3,2,Slight,2,2,438669788,4480863128
13769,1,19,10.0,2,1.0,2.0,1.0,3,1,Slight,2,2,438669248,4480863298
13770,1,19,10.0,2,1.0,5.0,1.0,3,2,Slight,2,2,438669248,4480863298
3248,2,17,10.0,6,1.0,4.0,1.0,3,2,Slight,2,4,439152279,4480903131
3249,2,17,10.0,6,1.0,4.0,2.0,3,1,Slight,2,4,439152279,4480903131
3250,2,17,10.0,6,1.0,4.0,3.0,3,2,Slight,2,4,439152279,4480903131
3251,2,17,10.0,6,1.0,4.0,3.0,1,2,Serious,2,4,439152279,4480903131
7848,1,17,10.0,3,1.0,4.0,1.0,3,1,Slight,2,1,439153322,4480888665
43554,2,19,10.0,2,2.0,5.0,1.0,3,1,Slight,2,2,439564660,4480910360
43555,2,19,10.0,2,2.0,13.0,1.0,3,1,Serious,2,2,439564660,4480910360
1871,1,19,10.0,6,1.0,5.0,1.0,3,1,Slight,2,2,440366297,4480942835
1872,1,19,10.0,6,1.0,5.0,3.0,3,1,Fatal,2,2,440366297,4480942835
38053,2,17,10.0,1,1.0,5.0,1.0,3,1,Slight,1,2,437062456,4480970982
38054,2,17,10.0,1,1.0,5.0,2.0,3,2,Serious,2,2,437062456,4480970982
35906,2,17,10.0,3,1.0,13.0,1.0,1,2,Serious,2,1,438046524,4480997563
41790,1,11,10.0,6,1.0,5.0,1.0,3,2,Slight,2,2,440939827,4481145513
41791,1,11,10.0,6,1.0,5.0,3.0,4,2,Serious,2,2,440939827,4481145513
24761,2,3,10.0,4,1.0,3.0,1.0,3,1,Fatal,2,3,441857909,4481154991
24762,2,3,10.0,4,1.0,5.0,1.0,3,2,Slight,2,3,441857909,4481154991
24763,2,3,10.0,4,1.0,5.0,2.0,2,2,Slight,2,3,441857909,4481154991
23105,1,17,10.0,6,1.0,5.0,1.0,3,2,Slight,2,2,441298545,4481180389
23106,1,17,10.0,6,1.0,5.0,3.0,3,1,Serious,2,2,441298545,4481180389
49800,1,19,10.0,6,2.0,5.0,1.0,3,1,Slight,2,2,439132190,4481208050
49801,1,19,10.0,6,2.0,5.0,3.0,4,2,Serious,2,2,439132190,4481208050
36543,2,19,10.0,6,1.0,5.0,1.0,2,2,Slight,2,3,439380774,4481274430
36544,2,19,10.0,6,1.0,5.0,2.0,2,1,Slight,2,3,439380774,4481274430
36545,2,19,10.0,6,1.0,5.0,3.0,4,1,Serious,2,3,439380774,4481274430
4825,1,19,8.0,5,1.0,1.0,1.0,3,1,Serious,2,2,444961775,4481296613
4826,1,19,8.0,5,1.0,1.0,1.0,3,1,Slight,2,2,444961775,4481296613
32452,1,16,8.0,3,1.0,1.0,1.0,3,1,Slight,2,1,444963490,4481301105
49694,1,3,10.0,2,1.0,5.0,1.0,2,1,Slight,2,6,439903990,4481307910
49695,1,3,10.0,2,1.0,5.0,1.0,3,2,Slight,2,6,439903990,4481307910
49696,1,3,10.0,2,1.0,5.0,2.0,1,1,Slight,2,6,439903990,4481307910
49697,1,3,10.0,2,1.0,5.0,2.0,2,1,Serious,2,6,439903990,4481307910
49698,1,3,10.0,2,1.0,5.0,2.0,2,1,Slight,2,6,439903990,4481307910
27971,1,9,10.0,6,2.0,5.0,1.0,2,1,Slight,2,2,440239690,4481395445
27972,1,9,10.0,6,2.0,5.0,3.0,3,2,Serious,2,2,440239690,4481395445
52561,1,17,13.0,6,1.0,12.0,1.0,3,1,Slight,2,3,447928240,4481420030
52562,1,17,13.0,6,1.0,12.0,2.0,3,1,Slight,2,3,447928240,4481420030
52563,1,17,13.0,6,1.0,12.0,3.0,2,1,Serious,2,3,447928240,4481420030
52404,2,19,10.0,2,1.0,4.0,1.0,3,2,Serious,2,2,438183980,4481425880
52405,2,19,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438183980,4481425880
31826,1,9,10.0,2,1.0,3.0,1.0,3,2,Slight,2,2,440206883,4481476512
31827,1,9,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,440206883,4481476512
40469,2,9,10.0,2,1.0,4.0,1.0,3,1,Serious,2,3,440200023,4481472486
40470,2,9,10.0,2,1.0,5.0,1.0,2,2,Slight,1,3,440200023,4481472486
40471,2,9,10.0,2,1.0,5.0,2.0,2,2,Slight,1,3,440200023,4481472486
20487,1,9,10.0,6,2.0,5.0,1.0,3,1,Slight,2,2,440290765,4481491984
20488,1,9,10.0,6,2.0,5.0,3.0,3,1,Serious,2,2,440290765,4481491984
4584,1,9,10.0,3,3.0,4.0,1.0,3,1,Slight,2,1,440289200,4481507977
38081,1,9,10.0,8,1.0,9.0,1.0,3,1,Slight,2,4,440284502,4481505852
38082,1,9,10.0,8,1.0,5.0,1.0,3,2,Slight,2,4,440284502,4481505852
38083,1,9,10.0,8,1.0,5.0,1.0,3,1,Slight,2,4,440284502,4481505852
40022,2,9,10.0,6,1.0,4.0,1.0,3,1,Slight,2,2,440288379,4481500111
40023,2,9,10.0,6,1.0,4.0,3.0,2,2,Fatal,2,2,440288379,4481500111
37327,2,19,10.0,2,1.0,3.0,1.0,3,1,Serious,2,2,439601365,4481512656
37328,2,19,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,439601365,4481512656
31682,2,3,10.0,6,2.0,9.0,1.0,2,1,Serious,2,4,442091362,4481540785
31683,2,3,10.0,6,2.0,5.0,1.0,2,2,Slight,2,4,442091362,4481540785
31684,2,3,10.0,6,2.0,5.0,3.0,3,1,Fatal,2,4,442091362,4481540785
31685,2,3,10.0,6,2.0,12.0,1.0,3,1,Slight,2,4,442091362,4481540785
20018,1,11,10.0,6,1.0,4.0,1.0,3,1,Slight,2,2,441536472,4481642226
20019,1,11,10.0,6,1.0,4.0,3.0,4,1,Serious,2,2,441536472,4481642226
44069,1,18,7.0,1,1.0,4.0,1.0,2,1,Slight,2,1,442604040,4481674370
46900,1,18,7.0,7,2.0,5.0,1.0,3,1,Slight,2,2,442604040,4481674370
46901,1,18,7.0,7,2.0,5.0,1.0,3,2,Slight,2,2,442604040,4481674370
48746,2,18,7.0,3,1.0,3.0,1.0,3,1,Serious,1,1,442604040,4481674370
50381,1,18,7.0,0,1.0,4.0,1.0,3,1,Slight,2,2,442604040,4481674370
50382,1,18,7.0,0,1.0,5.0,1.0,3,1,Slight,2,2,442604040,4481674370
50581,1,18,7.0,4,1.0,5.0,1.0,3,1,Slight,2,6,442604040,4481674370
50582,1,18,7.0,4,1.0,5.0,1.0,3,2,Slight,2,6,442604040,4481674370
50583,1,18,7.0,4,1.0,5.0,2.0,1,1,Slight,2,6,442604040,4481674370
50584,1,18,7.0,4,1.0,5.0,2.0,2,1,Slight,2,6,442604040,4481674370
50585,1,18,7.0,4,1.0,5.0,2.0,3,2,Slight,2,6,442604040,4481674370
50586,1,18,7.0,4,1.0,5.0,2.0,3,1,Slight,2,6,442604040,4481674370
14096,2,18,10.0,1,1.0,4.0,1.0,3,1,Serious,2,1,442714896,4481686572
52900,1,19,10.0,6,1.0,6.0,1.0,3,1,Slight,2,2,439991950,4481713020
52901,1,19,10.0,6,1.0,6.0,3.0,4,1,Serious,2,2,439991950,4481713020
19768,2,19,10.0,2,3.0,3.0,1.0,3,1,Slight,1,6,440069018,4481727450
19769,2,19,10.0,2,3.0,3.0,2.0,3,2,Serious,2,6,440069018,4481727450
19770,2,19,10.0,2,3.0,5.0,1.0,3,1,Slight,2,6,440069018,4481727450
19771,2,19,10.0,2,3.0,5.0,2.0,2,1,Slight,2,6,440069018,4481727450
23040,1,19,10.0,4,1.0,3.0,1.0,3,1,Slight,2,3,440079718,4481732465
23041,1,19,10.0,4,1.0,5.0,1.0,3,1,Slight,2,3,440079718,4481732465
23042,1,19,10.0,4,1.0,5.0,1.0,4,2,Slight,2,3,440079718,4481732465
37798,1,19,10.0,2,1.0,6.0,1.0,3,1,Slight,2,2,440068943,4481737218
37799,1,19,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,440068943,4481737218
43620,2,18,10.0,4,2.0,3.0,1.0,2,1,Slight,2,3,440719690,4481739010
43621,2,18,10.0,4,2.0,5.0,1.0,3,1,Slight,2,3,440719690,4481739010
43622,2,18,10.0,4,2.0,5.0,2.0,3,2,Slight,2,3,440719690,4481739010
44091,2,18,10.0,2,1.0,5.0,1.0,3,1,Slight,2,3,440719690,4481739010
44092,2,18,10.0,2,1.0,5.0,1.0,4,1,Slight,2,3,440719690,4481739010
44093,2,18,10.0,2,1.0,5.0,2.0,3,2,Slight,2,3,440719690,4481739010
45489,1,18,10.0,4,1.0,4.0,1.0,3,1,Serious,2,2,440719690,4481739010
45490,1,18,10.0,4,1.0,5.0,1.0,3,1,Slight,2,2,440719690,4481739010
45648,1,0,10.0,4,1.0,4.0,1.0,3,1,Slight,2,2,440719690,4481739010
45649,1,0,10.0,4,1.0,5.0,1.0,4,1,Slight,2,2,440719690,4481739010
46037,2,0,10.0,0,1.0,6.0,1.0,3,1,Slight,2,4,440719690,4481739010
46038,2,0,10.0,0,1.0,6.0,2.0,3,1,Slight,2,4,440719690,4481739010
46039,2,0,10.0,0,1.0,6.0,2.0,3,2,Slight,2,4,440719690,4481739010
46040,2,0,10.0,0,1.0,5.0,1.0,3,2,Slight,2,4,440719690,4481739010
50600,2,0,10.0,8,1.0,5.0,1.0,3,1,Slight,2,8,440719690,4481739010
50601,2,0,10.0,8,1.0,5.0,2.0,3,2,Slight,2,8,440719690,4481739010
50602,2,0,10.0,8,1.0,5.0,2.0,3,1,Slight,2,8,440719690,4481739010
50603,2,0,10.0,8,1.0,5.0,2.0,1,2,Slight,2,8,440719690,4481739010
53946,1,0,10.0,0,1.0,5.0,1.0,2,2,Slight,2,4,440719690,4481739010
53947,1,0,10.0,0,1.0,5.0,1.0,4,1,Slight,2,4,440719690,4481739010
53948,1,0,10.0,0,1.0,5.0,2.0,2,2,Slight,2,4,440719690,4481739010
53949,1,0,10.0,0,1.0,5.0,2.0,4,2,Slight,2,4,440719690,4481739010
38066,1,18,12.0,3,1.0,3.0,1.0,3,1,Serious,2,2,442902895,4481773269
38067,1,18,12.0,3,1.0,3.0,2.0,3,1,Slight,2,2,442902895,4481773269
35808,1,18,10.0,4,1.0,5.0,1.0,3,1,Slight,2,3,441339032,4481798359
35809,1,18,10.0,4,1.0,5.0,2.0,3,1,Serious,2,3,441339032,4481798359
4966,1,19,10.0,6,1.0,5.0,1.0,2,2,Slight,2,2,441055547,4481809767
4967,1,19,10.0,6,1.0,5.0,3.0,4,2,Serious,2,2,441055547,4481809767
7211,1,19,10.0,6,3.0,5.0,1.0,3,2,Slight,2,2,440652838,4481847346
7212,1,19,10.0,6,3.0,5.0,3.0,4,1,Serious,2,2,440652838,4481847346
36883,2,18,10.0,1,1.0,5.0,1.0,3,1,Slight,2,2,441270800,4481886961
36884,2,18,10.0,1,1.0,5.0,1.0,3,1,Serious,1,2,441270800,4481886961
33735,1,18,10.0,3,1.0,3.0,1.0,3,1,Serious,2,1,441001565,4481968845
35859,2,17,8.0,1,1.0,1.0,1.0,3,1,Serious,2,1,445290444,4482029464
32943,2,17,8.0,2,3.0,4.0,1.0,2,1,Serious,2,3,445584889,4482047843
32944,2,17,8.0,2,3.0,5.0,1.0,2,1,Slight,2,3,445584889,4482047843
32945,2,17,8.0,2,3.0,5.0,2.0,2,2,Slight,2,3,445584889,4482047843
35900,2,19,10.0,6,1.0,6.0,1.0,3,1,Slight,2,2,439063401,4482092394
35901,2,19,10.0,6,1.0,6.0,3.0,3,2,Serious,2,2,439063401,4482092394
34643,1,9,8.0,3,1.0,1.0,1.0,4,1,Serious,2,1,448435841,4482482055
36712,1,17,8.0,1,1.0,5.0,1.0,4,2,Serious,2,2,443836113,4482492643
36713,1,17,8.0,1,1.0,5.0,2.0,3,2,Slight,2,2,443836113,4482492643
44914,1,9,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438695720,4482572960
44915,1,9,10.0,2,1.0,5.0,1.0,3,2,Slight,2,2,438695720,4482572960
46837,1,9,10.0,2,1.0,6.0,1.0,3,1,Slight,2,5,438695720,4482572960
46838,1,9,10.0,2,1.0,6.0,2.0,3,2,Slight,2,5,438695720,4482572960
46839,1,9,10.0,2,1.0,6.0,2.0,4,1,Slight,2,5,438695720,4482572960
46840,1,9,10.0,2,1.0,5.0,1.0,3,1,Slight,2,5,438695720,4482572960
47634,2,9,10.0,10,1.0,4.0,1.0,3,1,Serious,2,1,438695720,4482572960
49179,1,9,10.0,2,7.0,1.0,1.0,4,1,Slight,2,2,438695720,4482572960
49180,1,9,10.0,2,7.0,5.0,1.0,3,1,Slight,2,2,438695720,4482572960
38173,1,17,8.0,10,1.0,4.0,1.0,3,1,Serious,2,1,445490345,4482624766
48806,1,19,10.0,2,1.0,1.0,1.0,3,1,Serious,2,2,439727380,4482775990
48807,1,19,10.0,2,1.0,5.0,1.0,3,2,Slight,2,2,439727380,4482775990
28316,1,17,8.0,4,2.0,1.0,1.0,3,1,Serious,2,2,445638275,4482807779
28317,1,17,8.0,4,2.0,5.0,1.0,2,2,Slight,2,2,445638275,4482807779
6515,2,17,8.0,2,1.0,1.0,1.0,3,1,Serious,2,2,448103816,4482908438
6516,2,17,8.0,2,1.0,5.0,1.0,3,2,Slight,2,2,448103816,4482908438
9942,1,17,8.0,2,1.0,5.0,1.0,3,2,Slight,2,2,448100386,4482908363
9943,1,17,8.0,2,1.0,5.0,1.0,3,1,Slight,2,2,448100386,4482908363
43484,2,17,10.0,1,7.0,4.0,1.0,3,1,Serious,2,2,440369530,4483054870
43485,2,17,10.0,1,7.0,4.0,2.0,2,2,Serious,2,2,440369530,4483054870
41551,1,19,8.0,2,1.0,4.0,1.0,3,1,Serious,2,3,443750963,4483060208
41552,1,19,8.0,2,1.0,5.0,1.0,3,1,Slight,2,3,443750963,4483060208
41553,1,19,8.0,2,1.0,5.0,2.0,3,2,Slight,2,3,443750963,4483060208
38376,2,17,10.0,6,1.0,5.0,1.0,3,2,Slight,2,2,439355534,4483128768
38377,2,17,10.0,6,1.0,5.0,3.0,3,2,Serious,2,2,439355534,4483128768
20523,1,19,10.0,6,1.0,6.0,1.0,3,1,Slight,2,2,441527599,4483243277
20524,1,19,10.0,6,1.0,6.0,3.0,4,2,Serious,2,2,441527599,4483243277
48277,1,19,8.0,2,1.0,1.0,1.0,1,1,Serious,2,2,444868090,4483416930
48278,1,19,8.0,2,1.0,5.0,1.0,4,2,Slight,2,2,444868090,4483416930
30867,2,17,10.0,4,1.0,3.0,1.0,3,1,Serious,2,2,439398631,4483519249
30868,2,17,10.0,4,1.0,5.0,1.0,2,1,Slight,1,2,439398631,4483519249
10075,2,17,10.0,2,1.0,4.0,1.0,3,1,Serious,2,3,440514899,4483858786
10076,2,17,10.0,2,1.0,5.0,1.0,3,2,Slight,2,3,440514899,4483858786
10077,2,17,10.0,2,1.0,5.0,2.0,3,1,Slight,2,3,440514899,4483858786
49607,1,17,10.0,0,1.0,4.0,1.0,2,1,Serious,2,3,440152510,4483900870
49608,1,17,10.0,0,1.0,5.0,1.0,3,2,Slight,2,3,440152510,4483900870
49514,1,17,10.0,2,1.0,1.0,1.0,3,2,Serious,2,2,439743350,4483930720
49515,1,17,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,439743350,4483930720
2131,1,19,10.0,4,1.0,4.0,1.0,3,1,Serious,2,5,442671380,4483946638
2132,1,19,10.0,4,1.0,5.0,1.0,3,1,Slight,2,5,442671380,4483946638
2133,1,19,10.0,4,1.0,5.0,2.0,3,2,Slight,2,5,442671380,4483946638
2134,1,19,10.0,4,1.0,5.0,2.0,1,2,Slight,2,5,442671380,4483946638
2135,1,19,10.0,4,1.0,5.0,2.0,1,1,Slight,2,5,442671380,4483946638
11992,2,19,8.0,1,1.0,2.0,1.0,1,1,Serious,1,1,445577316,4484044843
48347,1,17,10.0,3,1.0,9.0,1.0,3,1,Slight,2,2,441067180,4484110670
48348,1,17,10.0,3,1.0,4.0,1.0,3,1,Serious,2,2,441067180,4484110670
38546,1,3,10.0,2,1.0,3.0,1.0,3,1,Serious,2,3,443840810,4484195675
38547,1,3,10.0,2,1.0,3.0,2.0,1,1,Serious,2,3,443840810,4484195675
38548,1,3,10.0,2,1.0,5.0,1.0,3,2,Slight,2,3,443840810,4484195675
13746,1,19,10.0,6,1.0,9.0,1.0,3,2,Slight,2,2,441701627,4484418243
13747,1,19,10.0,6,1.0,9.0,3.0,3,2,Serious,2,2,441701627,4484418243
42181,1,19,10.0,6,1.0,5.0,1.0,3,1,Slight,2,2,443408500,4484753735
42182,1,19,10.0,6,1.0,5.0,3.0,1,1,Serious,2,2,443408500,4484753735
44,1,19,10.0,2,1.0,9.0,1.0,5,3,Slight,2,3,442585186,4484820617
45,1,19,10.0,2,1.0,4.0,1.0,3,1,Serious,2,3,442585186,4484820617
46,1,19,10.0,2,1.0,5.0,1.0,3,2,Slight,2,3,442585186,4484820617
22891,1,8,10.0,6,4.0,5.0,1.0,3,1,Slight,2,2,443677146,4485003182
22892,1,8,10.0,6,4.0,5.0,3.0,3,2,Serious,2,2,443677146,4485003182
12266,1,8,10.0,6,1.0,5.0,1.0,3,2,Slight,2,2,444089176,4485032112
12267,1,8,10.0,6,1.0,5.0,3.0,3,2,Serious,2,2,444089176,4485032112
3448,2,19,10.0,2,1.0,4.0,1.0,3,2,Serious,2,2,443111892,4485054853
3449,2,19,10.0,2,1.0,4.0,1.0,3,1,Slight,2,2,443111892,4485054853
13958,1,19,10.0,2,1.0,4.0,1.0,2,1,Slight,2,2,443111445,4485054033
13959,1,19,10.0,2,1.0,5.0,1.0,3,1,Slight,2,2,443111445,4485054033
22034,1,19,10.0,3,1.0,1.0,1.0,3,1,Serious,2,1,433574667,4485681883
