,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude,Accident Time Sin,Accident Time Cos
8062,1334852,1691772,6,2,0,60,1,1,4,32,2,2000,8,0,1,3,Slight,lon,lat,-0.9978589232386035,0.06540312923014326
8342,1334782,1691812,1,2,0,50,0,0,5,35,2,2005,6,0,1,3,Slight,lon,lat,-0.6593458151000685,-0.7518398074789777
9683,1334852,1691772,6,3,0,60,0,0,6,49,2,2003,9,0,1,4,Assistance,lon,lat,-0.46174861323503374,-0.8870108331782218
10246,1334852,1691772,6,2,0,60,0,0,2,4,2,2011,8,0,1,3,Slight,lon,lat,-0.9978589232386035,-0.06540312923014273
13219,1334852,1691772,6,2,0,60,0,0,5,43,2,2003,8,0,0,3,Slight,lon,lat,-0.9659258262890684,0.2588190451025203
32,1327624,1692113,8,2,0,90,0,0,4,1,2,2002,7,0,0,3,Slight,lon,lat,-0.8457278217039733,-0.5336145159156114
576,1327645,1692118,8,2,0,90,0,0,6,7,1,2012,5,2,0,2,Slight,lon,lat,0.6259234721840592,-0.7798844830928816
863,1327645,1692118,8,3,0,90,0,0,3,10,6,2013,5,0,0,3,Slight,lon,lat,-0.7431448254773944,-0.6691306063588581
864,1327645,1692118,8,3,0,90,0,0,3,10,5,2015,5,1,1,4,Slight,lon,lat,-0.7431448254773944,-0.6691306063588581
2249,1327645,1692118,8,2,0,90,1,1,7,24,2,2003,6,1,1,2,Assistance,lon,lat,0.06540312923014306,0.9978589232386035
2250,1327645,1692118,8,2,0,90,1,1,7,24,2,2009,6,1,1,3,Slight,lon,lat,0.06540312923014306,0.9978589232386035
6792,1327645,1692118,8,2,0,90,1,1,5,18,2,2001,6,0,0,4,Slight,lon,lat,-0.7933533402912352,0.6087614290087205
7176,1327645,1692118,8,2,0,90,0,0,7,22,2,2012,5,0,0,3,Slight,lon,lat,-0.8660254037844384,-0.5000000000000004
7950,1327617,1692227,3,2,0,90,0,0,2,26,2,2007,5,0,1,3,Slight,lon,lat,-0.8746197071393955,-0.4848096202463376
9069,1327646,1692027,3,1,0,90,0,0,4,43,2,2018,3,0,0,4,Slight,lon,lat,-0.4226182617406989,-0.9063077870366503
11034,1327624,1692113,6,2,0,90,0,0,6,12,6,2019,6,0,0,3,Slight,lon,lat,-0.7575649843840494,-0.6527597524627227
11035,1327624,1692113,6,2,0,90,0,0,6,12,2,2006,6,0,0,2,Assistance,lon,lat,-0.7575649843840494,-0.6527597524627227
11036,1327624,1692113,6,2,0,90,0,0,6,12,2,2006,6,1,1,2,Assistance,lon,lat,-0.7575649843840494,-0.6527597524627227
11837,1327645,1692118,6,2,0,90,1,0,2,26,2,2010,8,0,1,3,Slight,lon,lat,-0.9848077530122081,0.17364817766692997
12090,1327624,1692113,6,2,0,90,1,0,5,29,6,2014,6,0,0,2,Slight,lon,lat,-0.4924235601034673,0.8703556959398996
12871,1327624,1692113,6,3,0,90,0,1,4,39,2,1998,8,0,0,3,Assistance,lon,lat,-0.7688418320734591,-0.6394390019805851
12872,1327624,1692113,6,3,0,90,0,1,4,39,2,2012,8,0,0,3,Slight,lon,lat,-0.7688418320734591,-0.6394390019805851
12873,1327624,1692113,6,3,0,90,0,1,4,39,2,2012,8,1,1,3,Slight,lon,lat,-0.7688418320734591,-0.6394390019805851
13467,1327634,1692115,6,2,0,70,0,0,5,46,3,2017,5,0,0,3,Slight,lon,lat,0.021814885034561218,-0.9997620270799091
16924,1327617,1692229,3,3,0,90,1,0,7,32,2,2014,9,0,1,3,Assistance,lon,lat,0.4027466898587372,0.9153114791194472
20910,1327645,1692118,6,2,0,90,0,0,2,34,5,2021,5,0,0,3,Slight,lon,lat,-0.8314696123025452,-0.5555702330196022
6284,1250934,1692369,8,2,0,100,0,0,6,13,6,2013,9,0,0,4,Slight,lon,lat,-0.9914448613738104,-0.13052619222005163
6285,1250934,1692369,8,2,0,100,0,0,6,13,6,2013,9,1,0,4,Assistance,lon,lat,-0.9914448613738104,-0.13052619222005163
12881,1250919,1692323,8,2,0,100,0,1,5,39,5,2008,9,0,1,4,Slight,lon,lat,-0.10886687485196476,-0.9940563382223196
