,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude,Accident Time Sin,Accident Time Cos
18680,1481863,1335353,1,2,1,80,0,0,3,2,5,1994,9,1,0,3,Assistance,lon,lat,-0.9600498543859287,0.279829014030992
3312,1517713,1336697,1,2,0,110,0,0,1,36,2,2010,9,0,1,3,Assistance,lon,lat,-0.8660254037844384,-0.5000000000000004
6043,1517704,1336701,1,2,0,110,0,0,7,11,1,2003,5,2,0,3,Assistance,lon,lat,-0.9153114791194471,-0.40274668985873735
6044,1517704,1336701,1,2,0,110,0,0,7,11,1,1995,5,2,1,3,Assistance,lon,lat,-0.9153114791194471,-0.40274668985873735
413,1514668,1336811,6,2,0,100,0,0,1,6,2,2001,5,0,1,3,Slight,lon,lat,-0.7223639620597555,-0.6915130557822695
414,1514668,1336811,6,2,0,100,0,0,1,6,5,1998,5,0,0,3,Slight,lon,lat,-0.7223639620597555,-0.6915130557822695
1272,1514668,1336811,6,2,0,100,0,0,2,14,5,1997,6,0,0,2,Assistance,lon,lat,-0.9238795325112865,-0.38268343236509034
1273,1514668,1336811,6,2,0,100,0,0,2,14,7,2009,6,0,0,2,Assistance,lon,lat,-0.9238795325112865,-0.38268343236509034
1274,1514668,1336811,6,2,0,100,0,0,2,14,7,2009,6,1,0,2,Assistance,lon,lat,-0.9238795325112865,-0.38268343236509034
11206,1501604,1337526,1,2,0,100,1,0,7,16,2,2003,4,0,1,4,Assistance,lon,lat,0.06540312923014306,0.9978589232386035
5211,1510905,1338058,8,2,0,50,1,0,1,4,2,1996,9,0,0,3,Assistance,lon,lat,0.004363309284746571,0.9999904807207345
5212,1510905,1338058,8,2,0,50,1,0,1,4,2,1996,9,1,1,3,Assistance,lon,lat,0.004363309284746571,0.9999904807207345
10216,1516822,1338376,1,2,0,100,0,0,7,3,2,2011,9,0,1,4,Assistance,lon,lat,-0.13052619222005177,-0.9914448613738104
14084,1485980,1338486,6,2,0,100,0,0,7,53,6,2006,6,0,0,4,Assistance,lon,lat,-0.9908658973868822,-0.13485093027372277
9266,1511541,1339159,1,2,0,60,0,1,4,45,2,1999,7,0,1,4,Slight,lon,lat,0.5299192642332049,-0.848048096156426
9341,1511536,1339147,1,2,0,60,0,0,2,46,2,1997,7,0,1,4,Assistance,lon,lat,0.4733196671848435,-0.8808907382053855
15145,1516010,1339405,8,2,1,100,1,0,5,11,5,1997,9,0,0,3,Assistance,lon,lat,0.8660254037844386,0.5000000000000001
448,1509929,1339849,6,2,0,50,0,0,4,6,2,2012,6,0,1,4,Slight,lon,lat,-0.02181488503456053,-0.9997620270799091
3211,1509991,1339982,6,2,0,50,0,1,7,34,5,1997,6,0,1,3,Slight,lon,lat,-0.9366721892483976,-0.3502073812594676
5588,1509991,1339982,6,2,0,50,1,0,6,7,5,2000,8,0,0,4,Slight,lon,lat,-0.7071067811865477,0.7071067811865474
5589,1509991,1339982,6,2,0,50,1,0,6,7,5,2000,8,1,1,4,Slight,lon,lat,-0.7071067811865477,0.7071067811865474
5590,1509991,1339982,6,2,0,50,1,0,6,7,5,2000,8,1,1,3,Slight,lon,lat,-0.7071067811865477,0.7071067811865474
8131,1510124,1339920,1,2,0,50,0,0,4,33,2,2013,11,0,1,3,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
15594,1510163,1339902,6,2,0,50,0,0,3,17,2,2012,6,1,1,4,Slight,lon,lat,0.8767267557075078,-0.48098876891938747
15493,1505985,1340223,1,4,0,80,1,0,7,15,6,2007,9,0,0,2,Assistance,lon,lat,-0.8433914458128862,0.5372996083468231
15494,1505985,1340223,1,4,0,80,1,0,7,15,6,2007,9,1,0,1,Assistance,lon,lat,-0.8433914458128862,0.5372996083468231
10504,1507799,1340461,8,2,0,60,1,0,4,7,1,2005,8,2,0,2,Assistance,lon,lat,-0.7716245833877202,0.6360782202777636
10505,1507799,1340461,8,2,0,60,1,0,4,7,2,2010,8,1,0,2,Assistance,lon,lat,-0.7716245833877202,0.6360782202777636
14445,1507799,1340461,8,2,0,60,0,0,2,5,2,2014,6,0,0,3,Slight,lon,lat,0.8064446042674825,-0.5913096483635825
14446,1507799,1340461,8,2,0,60,0,0,2,5,5,2015,6,0,1,1,Slight,lon,lat,0.8064446042674825,-0.5913096483635825
1539,1510345,1340747,6,2,0,60,0,0,1,17,6,2010,6,0,1,2,Slight,lon,lat,-0.8526401643540924,-0.5224985647159486
2674,1510345,1340747,6,2,0,60,0,0,1,29,5,2006,5,0,1,3,Slight,lon,lat,-0.6087614290087207,-0.7933533402912352
6502,1510345,1340747,6,2,0,50,0,0,1,16,2,1997,6,0,1,3,Slight,lon,lat,0.6087614290087209,-0.793353340291235
9191,1510345,1340747,6,2,0,60,0,0,6,44,2,2003,5,0,1,1,Slight,lon,lat,-3.216245299353273e-16,-1.0
9192,1510345,1340747,6,2,0,60,0,0,6,44,2,2003,5,1,1,3,Slight,lon,lat,-3.216245299353273e-16,-1.0
11569,1510394,1340837,3,3,0,60,0,0,5,22,2,2004,5,0,1,3,Assistance,lon,lat,-0.8191520442889916,-0.5735764363510464
16140,1508779,1341470,6,2,0,60,0,0,3,23,0,2015,6,2,1,3,Assistance,lon,lat,0.2923717047227366,-0.9563047559630355
20361,1509003,1341375,3,3,0,60,0,1,4,26,2,1999,9,0,0,3,Slight,lon,lat,0.659345815100069,-0.7518398074789773
21371,1508687,1341265,8,2,0,50,0,0,4,41,2,2010,5,0,1,3,Slight,lon,lat,-0.8191520442889916,-0.5735764363510464
2478,1510831,1341789,6,2,0,60,0,0,1,27,2,2002,6,0,1,3,Slight,lon,lat,-0.5224985647159487,-0.8526401643540923
2479,1510831,1341789,6,2,0,60,0,0,1,27,2,2002,6,1,0,1,Slight,lon,lat,-0.5224985647159487,-0.8526401643540923
2480,1510831,1341789,6,2,0,60,0,0,1,27,2,2009,6,0,0,3,Slight,lon,lat,-0.5224985647159487,-0.8526401643540923
2912,1510758,1341663,3,2,0,60,0,1,1,32,2,2004,7,1,1,1,Assistance,lon,lat,0.13052619222005157,-0.9914448613738104
11226,1510818,1341794,6,2,0,60,0,1,2,17,5,2004,8,0,1,2,Slight,lon,lat,-0.2881962681340892,-0.9575713608048144
21563,1510956,1342059,3,1,0,60,0,0,2,44,5,2006,1,0,0,4,Assistance,lon,lat,0.3255681544571566,-0.9455185755993168
13623,1505472,1343810,1,2,0,110,0,0,6,48,5,2008,4,0,0,1,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
13624,1505472,1343810,1,2,0,110,0,0,6,48,5,2008,4,1,0,1,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
13625,1505472,1343810,1,2,0,110,0,0,6,48,5,2008,4,1,1,3,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
13626,1505472,1343810,1,2,0,110,0,0,6,48,5,2008,4,1,1,1,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
13627,1505472,1343810,1,2,0,110,0,0,6,48,5,2010,4,0,1,4,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
13628,1505472,1343810,1,2,0,110,0,0,6,48,5,2010,4,1,1,3,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
13629,1505472,1343810,1,2,0,110,0,0,6,48,5,2010,4,1,0,4,Assistance,lon,lat,-0.10886687485196476,-0.9940563382223196
20549,1505455,1343841,1,2,0,110,0,0,3,29,5,2005,9,0,1,2,Slight,lon,lat,-0.8166415551616789,-0.5771451900372337
19005,1506728,1345469,13,1,0,100,0,0,4,7,2,2009,1,0,1,4,Assistance,lon,lat,0.3826834323650899,-0.9238795325112867
19006,1506728,1345469,13,1,0,100,0,0,4,7,2,2009,1,1,1,4,Assistance,lon,lat,0.3826834323650899,-0.9238795325112867
2910,1500689,1348057,1,2,0,110,0,1,1,32,6,1996,9,0,0,2,Assistance,lon,lat,0.8241261886220156,-0.566406236924833
19545,1497916,1348659,1,3,0,110,1,0,6,14,5,2010,2,0,1,3,Assistance,lon,lat,0.958819734868193,0.28401534470392276
3987,1494798,1350203,1,2,0,110,0,0,5,42,2,1994,4,0,0,3,Assistance,lon,lat,-0.8433914458128855,-0.5372996083468242
11585,1499912,1350623,1,2,0,100,0,1,7,22,2,2018,9,0,1,2,Assistance,lon,lat,-0.8191520442889916,-0.5735764363510464
2810,1492264,1351299,1,3,0,110,0,1,7,30,2,2018,9,0,1,3,Assistance,lon,lat,-0.8968727415326883,-0.44228869021900136
2811,1492264,1351299,1,3,0,110,0,1,7,30,2,2018,9,1,1,4,Assistance,lon,lat,-0.8968727415326883,-0.44228869021900136
6988,1491371,1351593,1,2,0,110,1,1,7,20,2,2007,9,0,1,3,Assistance,lon,lat,-0.7518398074789778,0.6593458151000684
4181,1486502,1353001,8,3,0,110,0,0,6,44,1,2014,9,2,0,3,Assistance,lon,lat,-0.2419218955996675,-0.9702957262759965
3700,1497240,1353684,1,3,0,100,1,1,6,39,6,2018,9,0,0,3,Assistance,lon,lat,-0.32143946530316186,0.9469301294951056
7081,1490007,1357697,1,2,0,100,0,0,1,22,2,1971,9,0,0,3,Assistance,lon,lat,-0.3624380382837015,-0.9320078692827986
12329,1495927,1358558,8,2,0,100,1,0,1,33,2,2006,9,0,0,3,Assistance,lon,lat,-0.9063077870366503,0.42261826174069883
6885,1482244,1359518,1,1,0,110,0,1,6,19,1,2009,1,2,0,2,Assistance,lon,lat,0.6691306063588583,-0.743144825477394
18346,1464637,1360671,1,1,1,40,0,0,6,49,1,2008,1,2,0,3,Assistance,lon,lat,-0.3048642990280105,-0.9523957996432785
18005,1512542,1361610,1,2,0,80,1,1,7,45,2,2003,9,0,0,3,Assistance,lon,lat,0.6225146366376195,0.7826081568524139
8936,1476536,1364112,1,2,0,110,0,1,3,42,1,2018,12,2,0,3,Slight,lon,lat,0.7132504491541816,-0.7009092642998509
18071,1476660,1363925,1,2,0,110,0,0,4,46,2,2000,9,0,1,4,Assistance,lon,lat,-0.8314696123025452,-0.5555702330196022
20241,1501088,1365167,1,1,0,100,1,1,5,24,6,2014,1,0,0,2,Assistance,lon,lat,0.9659258262890683,-0.25881904510252085
19749,1458314,1366171,10,1,1,100,0,0,6,17,1,2011,1,2,0,3,Assistance,lon,lat,0.258819045102521,-0.9659258262890682
20254,1456366,1368086,1,1,1,40,0,0,6,24,1,2020,1,2,0,3,Assistance,lon,lat,-0.19080899537654472,-0.981627183447664
7462,1477357,1370145,8,3,0,110,1,0,6,25,1,2007,6,2,0,2,Assistance,lon,lat,-0.9978589232386035,0.06540312923014326
7463,1477357,1370145,8,3,0,110,1,0,6,25,2,2015,6,0,0,1,Assistance,lon,lat,-0.9978589232386035,0.06540312923014326
8243,1478717,1371293,1,2,0,110,0,0,6,34,2,1988,9,0,0,3,Assistance,lon,lat,-0.7933533402912349,-0.6087614290087209
14370,1453815,1372229,10,1,1,100,0,0,2,4,1,2006,1,2,0,1,Assistance,lon,lat,-0.2588190451025208,-0.9659258262890683
7662,1488857,1373582,1,2,0,100,1,1,3,28,6,2004,2,0,0,3,Assistance,lon,lat,-0.9988483864849507,-0.04797812852134381
255,1515462,1376153,1,2,0,110,0,0,2,4,1,2006,5,2,0,4,Assistance,lon,lat,0.7071067811865476,-0.7071067811865475
4490,1489943,1377021,1,2,0,110,0,0,7,47,2,2014,9,0,1,2,Assistance,lon,lat,0.5372996083468241,-0.8433914458128855
18488,1516807,1380739,1,4,0,110,0,1,2,51,2,2005,9,0,0,2,Assistance,lon,lat,0.9238795325112867,-0.3826834323650897
18489,1516807,1380739,1,4,0,110,0,1,2,51,2,2005,9,1,1,2,Assistance,lon,lat,0.9238795325112867,-0.3826834323650897
8891,1443848,1381158,10,1,1,25,0,0,5,41,1,2008,1,2,0,3,Assistance,lon,lat,0.258819045102521,-0.9659258262890682
6315,1497162,1381409,6,2,0,110,0,0,3,14,5,2009,6,0,1,3,Assistance,lon,lat,0.7071067811865476,-0.7071067811865475
19649,1465562,1382324,1,6,0,110,0,0,4,16,12,2021,4,0,0,4,Assistance,lon,lat,-0.4422886902190011,-0.8968727415326884
19650,1465562,1382324,1,6,0,110,0,0,4,16,10,2017,4,0,0,2,Assistance,lon,lat,-0.4422886902190011,-0.8968727415326884
19651,1465562,1382324,1,6,0,110,0,0,4,16,10,2017,4,1,0,1,Assistance,lon,lat,-0.4422886902190011,-0.8968727415326884
9449,1446345,1382881,8,2,0,80,0,0,3,47,5,2001,5,0,1,3,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
9450,1446345,1382881,8,2,0,80,0,0,3,47,6,2009,5,0,0,3,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
18565,1525420,1383224,1,2,0,100,1,0,4,52,2,2003,9,0,1,3,Assistance,lon,lat,-0.7518398074789778,0.6593458151000684
7136,1505090,1385799,1,2,0,110,1,1,5,22,9,2019,9,0,0,3,Assistance,lon,lat,0.9762960071199335,-0.21643961393810257
16695,1464977,1387932,1,2,0,110,1,0,5,30,2,2008,4,0,0,2,Assistance,lon,lat,-0.5000000000000004,0.8660254037844384
4496,1455528,1388833,1,2,0,100,0,0,7,47,1,2010,1,2,0,3,Assistance,lon,lat,0.06540312923014312,-0.9978589232386035
14066,1437400,1390156,10,1,1,40,0,0,4,53,1,2014,1,2,0,2,Assistance,lon,lat,0.258819045102521,-0.9659258262890682
18618,1438214,1390575,1,1,1,110,0,0,2,1,1,2017,1,2,0,3,Assistance,lon,lat,-0.9940563382223196,0.10886687485196471
13042,1517922,1390995,1,2,0,50,1,0,5,41,1,2019,9,2,0,3,Assistance,lon,lat,-0.2206974350215017,0.9753423205085126
19051,1513120,1391377,1,2,0,110,1,0,2,8,6,2007,1,0,0,2,Assistance,lon,lat,0.7933533402912352,0.6087614290087207
17089,1443476,1395224,1,2,0,110,0,1,4,39,1,2011,9,2,1,3,Assistance,lon,lat,-0.9320078692827984,-0.3624380382837018
6077,1518449,1396054,6,2,0,110,0,0,2,12,6,2013,5,0,1,2,Assistance,lon,lat,-0.21643961393810293,-0.9762960071199334
10893,1459433,1397485,1,1,0,110,0,0,1,11,1,1999,1,2,0,3,Assistance,lon,lat,-0.8870108331782218,-0.4617486132350336
6000,1457206,1400999,1,1,0,110,0,0,5,11,2,2005,1,0,0,3,Assistance,lon,lat,0.5771451900372336,-0.8166415551616789
6001,1457206,1400999,1,1,0,110,0,0,5,11,2,2005,1,1,1,4,Assistance,lon,lat,0.5771451900372336,-0.8166415551616789
3802,1518465,1402066,1,2,0,110,0,0,7,40,2,2010,4,0,1,4,Assistance,lon,lat,-0.8457278217039733,-0.5336145159156114
3803,1518465,1402066,1,2,0,110,0,0,7,40,2,2014,4,0,0,3,Assistance,lon,lat,-0.8457278217039733,-0.5336145159156114
792,1518567,1403706,1,2,0,110,1,0,5,9,6,2012,1,0,0,2,Assistance,lon,lat,0.004363309284746571,0.9999904807207345
21138,1518645,1404306,8,2,0,110,0,1,7,37,6,1990,7,0,0,3,Assistance,lon,lat,-0.4226182617406989,-0.9063077870366503
21139,1518645,1404306,8,2,0,110,0,1,7,37,6,1990,7,1,1,3,Assistance,lon,lat,-0.4226182617406989,-0.9063077870366503
18493,1454640,1405679,1,1,0,110,0,0,2,51,6,2003,1,0,0,3,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
20140,1426439,1408179,1,1,1,50,0,0,5,14,1,2010,1,2,0,3,Assistance,lon,lat,0.06540312923014312,-0.9978589232386035
21487,1454267,1409217,8,2,0,110,1,1,1,43,5,2010,9,0,0,4,Assistance,lon,lat,0.9396926207859083,0.3420201433256688
21488,1454267,1409217,8,2,0,110,1,1,1,43,5,2010,9,1,0,3,Assistance,lon,lat,0.9396926207859083,0.3420201433256688
20060,1425572,1410871,1,1,1,50,0,0,6,19,1,2019,1,2,0,3,Assistance,lon,lat,0.7071067811865476,-0.7071067811865475
19428,1421885,1416384,10,2,1,40,0,0,6,10,1,2018,9,2,0,2,Assistance,lon,lat,-0.9914448613738104,-0.13052619222005163
8774,1433522,1417631,1,1,1,100,0,0,3,40,2,1995,1,0,0,3,Assistance,lon,lat,-0.7372773368101242,-0.67559020761566
21538,1423559,1418258,6,2,0,50,1,0,6,43,6,2021,6,0,1,2,Assistance,lon,lat,-0.8433914458128862,0.5372996083468231
21539,1423559,1418258,6,2,0,50,1,0,6,43,5,2015,6,0,0,3,Assistance,lon,lat,-0.8433914458128862,0.5372996083468231
9802,1470534,1422775,6,1,0,110,0,0,1,51,6,1993,1,0,0,2,Assistance,lon,lat,-0.6593458151000685,-0.7518398074789777
1994,1514553,1423302,1,2,0,110,1,1,1,22,5,1996,4,0,0,3,Assistance,lon,lat,-0.9914448613738105,0.13052619222005127
1995,1514553,1423302,1,2,0,110,1,1,1,22,6,2014,4,0,0,3,Assistance,lon,lat,-0.9914448613738105,0.13052619222005127
11087,1512919,1427747,1,2,0,110,0,0,2,14,2,2005,4,0,0,3,Assistance,lon,lat,0.19509032201612816,-0.9807852804032304
11207,1422665,1428727,8,2,0,50,1,0,7,16,2,2012,9,0,1,3,Assistance,lon,lat,0.7933533402912352,0.6087614290087207
8270,1503533,1429314,1,2,1,100,1,1,1,35,6,1995,9,0,0,1,Assistance,lon,lat,-0.08715574274765832,0.9961946980917455
2987,1511891,1430869,1,3,0,110,0,1,6,32,2,2006,9,0,0,2,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
5960,1489973,1432209,1,2,0,110,0,0,2,11,7,2018,4,0,0,3,Assistance,lon,lat,-0.19509032201612792,-0.9807852804032305
5961,1489973,1432209,1,2,0,110,0,0,2,11,5,2004,4,0,0,3,Assistance,lon,lat,-0.19509032201612792,-0.9807852804032305
5962,1489973,1432209,1,2,0,110,0,0,2,11,5,2004,4,1,1,3,Assistance,lon,lat,-0.19509032201612792,-0.9807852804032305
3288,1511532,1432696,8,2,0,110,0,0,6,35,2,1999,4,0,0,3,Assistance,lon,lat,0.7933533402912354,-0.6087614290087203
21489,1499007,1433612,1,2,0,110,0,0,1,43,9,2012,9,0,0,3,Assistance,lon,lat,-0.9940563382223195,-0.10886687485196507
20726,1512096,1434124,8,2,1,80,1,0,7,31,2,2005,9,1,1,2,Assistance,lon,lat,0.8433914458128857,0.5372996083468239
20010,1511436,1434585,1,2,0,80,0,0,3,21,2,2010,9,0,0,2,Assistance,lon,lat,0.9271838545667874,-0.37460659341591207
18596,1478492,1434887,8,2,0,110,0,0,1,1,1,1995,6,2,0,3,Assistance,lon,lat,0.4422886902190013,-0.8968727415326883
18597,1478492,1434887,8,2,0,110,0,0,1,1,1,1995,6,1,1,1,Assistance,lon,lat,0.4422886902190013,-0.8968727415326883
18335,1508902,1436242,1,2,1,100,1,0,5,49,6,2010,9,0,0,2,Assistance,lon,lat,-0.30070579950427384,0.9537169507482267
18336,1508902,1436242,1,2,1,100,1,0,5,49,6,2010,9,1,0,2,Assistance,lon,lat,-0.30070579950427384,0.9537169507482267
16144,1475060,1437205,1,2,0,110,1,0,3,23,6,2004,9,0,1,3,Assistance,lon,lat,-0.9807852804032303,-0.19509032201612866
12617,1511289,1437548,6,2,0,50,0,0,6,36,5,2010,6,0,1,3,Assistance,lon,lat,-0.9896513868196702,-0.1434926219911794
12618,1511289,1437548,6,2,0,50,0,0,6,36,5,2010,6,1,0,1,Assistance,lon,lat,-0.9896513868196702,-0.1434926219911794
9414,1485752,1437665,1,3,1,100,1,0,7,46,6,2006,9,0,0,3,Assistance,lon,lat,-0.13052619222005168,0.9914448613738104
3293,1509998,1440110,1,2,0,110,0,0,6,35,2,2000,9,1,0,2,Assistance,lon,lat,-0.9205048534524403,-0.3907311284892738
13582,1509767,1440567,1,2,0,110,0,0,3,48,2,2002,9,0,1,2,Slight,lon,lat,0.9396926207859084,-0.3420201433256687
21217,1509703,1440711,8,4,0,110,0,0,2,39,2,2010,5,0,1,1,Assistance,lon,lat,-0.5372996083468239,-0.8433914458128856
14878,1457690,1442230,1,3,0,110,1,0,7,8,2,2008,1,0,0,3,Assistance,lon,lat,-0.21217767215644567,0.977231106462679
7593,1522455,1443231,1,2,1,100,0,0,3,27,5,2006,9,0,0,4,Assistance,lon,lat,-0.6259234721840591,-0.7798844830928818
19083,1527943,1444974,1,1,0,100,1,0,4,8,1,2020,1,2,1,2,Assistance,lon,lat,0.0,1.0
19506,1421417,1445399,10,1,1,100,1,0,1,14,6,2010,1,1,1,2,Assistance,lon,lat,-0.9848077530122081,0.17364817766692997
14993,1516899,1446469,1,3,0,100,1,0,1,10,5,2011,9,0,1,4,Assistance,lon,lat,-0.7660444431189781,0.6427876096865393
16506,1434051,1455584,8,2,0,60,0,0,6,27,2,2009,9,0,1,3,Assistance,lon,lat,0.9117620435770886,-0.4107188526134773
16507,1434051,1455584,8,2,0,60,0,0,6,27,2,2009,9,1,1,3,Assistance,lon,lat,0.9117620435770886,-0.4107188526134773
16508,1434051,1455584,8,2,0,60,0,0,6,27,2,2009,9,1,1,2,Assistance,lon,lat,0.9117620435770886,-0.4107188526134773
8663,1433651,1456025,8,2,0,50,1,0,5,37,6,1997,9,0,0,3,Assistance,lon,lat,-0.19936793441719824,0.9799247046208294
8271,1503928,1458223,1,2,0,110,0,0,1,35,2,2004,4,0,0,3,Assistance,lon,lat,-0.922200971670452,-0.3867109616368201
693,1502959,1460784,8,2,0,110,0,1,5,8,11,1971,9,0,0,4,Assistance,lon,lat,-0.9396926207859084,-0.34202014332566855
1451,1503370,1461846,1,2,0,110,0,0,1,16,11,2012,9,0,0,3,Assistance,lon,lat,-0.13052619222005177,-0.9914448613738104
1422,1502003,1462241,1,2,0,110,0,1,6,15,5,2000,9,0,1,3,Assistance,lon,lat,0.8314696123025455,-0.555570233019602
353,1510733,1465800,1,2,0,100,0,0,3,5,6,2006,9,0,0,3,Assistance,lon,lat,-0.9978589232386035,-0.06540312923014273
9877,1434631,1466019,10,1,1,100,0,0,7,51,6,2015,1,0,0,3,Assistance,lon,lat,-0.5000000000000001,-0.8660254037844386
9878,1434631,1466019,10,1,1,100,0,0,7,51,6,2015,1,1,1,2,Assistance,lon,lat,-0.5000000000000001,-0.8660254037844386
18961,1529553,1467713,1,2,0,100,0,0,7,6,6,2003,9,0,0,3,Assistance,lon,lat,0.10886687485196457,-0.9940563382223196
13691,1494926,1473382,1,1,0,110,0,0,3,49,6,2005,1,0,1,4,Assistance,lon,lat,0.9469301294951057,-0.3214394653031616
15411,1514851,1481202,1,2,0,110,1,1,4,14,2,2003,9,0,1,2,Assistance,lon,lat,-0.7071067811865477,0.7071067811865474
12794,1442366,1482934,1,2,1,100,0,0,7,38,1,2005,7,2,0,3,Assistance,lon,lat,-0.555570233019602,-0.8314696123025455
7356,1515678,1484475,1,2,0,110,0,0,6,24,2,2000,9,0,0,3,Assistance,lon,lat,-0.5000000000000001,-0.8660254037844386
7357,1515678,1484475,1,2,0,110,0,0,6,24,2,2000,9,1,1,2,Assistance,lon,lat,-0.5000000000000001,-0.8660254037844386
20403,1480791,1493046,1,2,0,110,1,0,7,26,5,2014,9,0,0,3,Assistance,lon,lat,0.4422886902190013,0.8968727415326883
13839,1530235,1494967,1,1,0,100,0,0,6,50,1,2008,1,2,1,1,Assistance,lon,lat,0.8638355052043958,-0.5037739770455262
17052,1514786,1499442,1,2,0,110,0,0,4,34,5,2016,9,0,0,4,Assistance,lon,lat,-0.5187732581605216,-0.8549118706729465
17053,1514786,1499442,1,2,0,110,0,0,4,34,5,2016,9,1,1,4,Assistance,lon,lat,-0.5187732581605216,-0.8549118706729465
5048,1514801,1499799,1,3,0,110,0,0,7,1,6,2016,7,0,0,4,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
5049,1514801,1499799,1,3,0,110,0,0,7,1,6,2016,7,1,1,4,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
5050,1514801,1499799,1,3,0,110,0,0,7,1,11,2009,7,0,0,3,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
20741,1514809,1500325,1,2,0,110,1,0,3,32,5,1999,9,0,0,3,Assistance,lon,lat,0.9469301294951056,0.3214394653031617
9620,1490324,1502158,1,1,0,110,1,0,3,49,5,2015,1,0,0,3,Assistance,lon,lat,0.4027466898587372,0.9153114791194472
2347,1519131,1502594,1,1,0,100,1,0,6,25,6,2011,1,0,0,2,Assistance,lon,lat,-0.043619387365336194,0.9990482215818578
6202,1505707,1503426,1,2,0,110,1,0,2,13,5,2001,9,0,0,2,Assistance,lon,lat,-0.47715876025960874,0.8788171126619652
18634,1462002,1503446,1,2,1,100,0,0,4,1,5,2008,9,1,0,2,Assistance,lon,lat,-0.9848077530122081,0.17364817766692997
6783,1493982,1503849,1,2,0,110,0,0,6,18,5,2004,9,0,1,1,Assistance,lon,lat,0.7798844830928818,-0.6259234721840591
