,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,latitude,longitude,Accident Time Sin,Accident Time Cos
10219,2441275,2373383,0,3,2,60,2,2,5,38,1,1996,1,2,1,3,Assistance,-38.13904,144.33016,-1.0,-1.8369701987210297e-16
10220,2441275,2373383,0,3,2,60,2,2,5,38,1,1995,1,2,1,2,Slight,-38.13904,144.33016,-1.0,-1.8369701987210297e-16
10221,2441275,2373383,0,3,2,60,2,2,5,38,1,1989,1,2,1,2,Slight,-38.13904,144.33016,-1.0,-1.8369701987210297e-16
10222,2441275,2373383,0,3,2,60,2,2,5,38,1,1996,1,2,1,2,Slight,-38.13904,144.33016,-1.0,-1.8369701987210297e-16
1646,2510731,2373453,2,2,1,60,3,1,6,35,1,1990,1,3,0,2,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1647,2510731,2373453,2,2,1,60,3,1,6,35,1,2001,1,3,0,2,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1648,2510731,2373453,2,2,1,60,3,1,6,35,1,1990,1,3,0,1,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1649,2510731,2373453,2,2,1,60,3,1,6,35,1,2001,1,3,0,1,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1650,2510731,2373453,2,2,1,60,3,1,6,35,1,1990,1,3,1,3,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1651,2510731,2373453,2,2,1,60,3,1,6,35,1,2001,1,3,1,3,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1652,2510731,2373453,2,2,1,60,3,1,6,35,1,1990,1,2,0,2,Slight,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1653,2510731,2373453,2,2,1,60,3,1,6,35,1,2001,1,2,0,2,Slight,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1654,2510731,2373453,2,2,1,60,3,1,6,35,1,1990,1,2,0,3,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
1655,2510731,2373453,2,2,1,60,3,1,6,35,1,2001,1,2,0,3,Assistance,-38.14022,145.12241,-0.9961946980917455,0.08715574274765789
2211,2510731,2373453,2,2,1,60,1,1,1,39,2,1998,1,3,0,1,Slight,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2212,2510731,2373453,2,2,1,60,1,1,1,39,1,1998,1,3,0,1,Slight,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2213,2510731,2373453,2,2,1,60,1,1,1,39,2,1998,1,3,0,1,Assistance,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2214,2510731,2373453,2,2,1,60,1,1,1,39,1,1998,1,3,0,1,Assistance,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2215,2510731,2373453,2,2,1,60,1,1,1,39,2,1998,1,2,0,2,Slight,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2216,2510731,2373453,2,2,1,60,1,1,1,39,1,1998,1,2,0,2,Slight,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2217,2510731,2373453,2,2,1,60,1,1,1,39,2,1998,1,2,1,2,Assistance,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
2218,2510731,2373453,2,2,1,60,1,1,1,39,1,1998,1,2,1,2,Assistance,-38.14022,145.12241,0.08715574274765864,-0.9961946980917455
1169,2513363,2373606,4,2,2,50,3,2,5,33,4,1997,1,2,0,2,Slight,-38.1388,145.15243,-0.38268343236508956,0.9238795325112868
1170,2513363,2373606,4,2,2,50,3,2,5,33,4,1997,1,2,0,3,Assistance,-38.1388,145.15243,-0.38268343236508956,0.9238795325112868
4101,2513406,2373790,4,1,1,50,1,1,2,47,1,1989,2,3,1,1,Slight,-38.13714,145.15292,-0.8433914458128855,-0.5372996083468242
4102,2513406,2373790,4,1,1,50,1,1,2,47,1,1989,2,1,0,1,Assistance,-38.13714,145.15292,-0.8433914458128855,-0.5372996083468242
4103,2513406,2373790,4,1,1,50,1,1,2,47,1,1989,2,2,1,3,Slight,-38.13714,145.15292,-0.8433914458128855,-0.5372996083468242
265,2516679,2373845,0,1,2,80,2,9,7,28,1,1973,4,2,0,3,Assistance,-38.1366,145.19025,-0.9659258262890681,-0.2588190451025215
10129,2443091,2374018,2,2,1,70,1,1,1,50,1,1994,1,2,0,2,Slight,-38.13344,144.35093,-0.9238795325112865,-0.38268343236509034
10130,2443091,2374018,2,2,1,70,1,1,1,50,1,1990,1,2,0,2,Slight,-38.13344,144.35093,-0.9238795325112865,-0.38268343236509034
10131,2443091,2374018,2,2,1,70,1,1,1,50,1,1994,1,2,1,3,Assistance,-38.13344,144.35093,-0.9238795325112865,-0.38268343236509034
10132,2443091,2374018,2,2,1,70,1,1,1,50,1,1990,1,2,1,3,Assistance,-38.13344,144.35093,-0.9238795325112865,-0.38268343236509034
28,2510900,2374100,2,1,2,70,1,2,6,28,4,2003,4,3,1,2,Assistance,-38.13439,145.12433,-0.5000000000000001,-0.8660254037844386
29,2510900,2374100,2,1,2,70,1,2,6,28,4,2003,4,2,0,2,Slight,-38.13439,145.12433,-0.5000000000000001,-0.8660254037844386
7899,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,3,1,4,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7900,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,3,1,4,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7901,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,3,1,4,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7902,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,3,1,1,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7903,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,3,1,1,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7904,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,3,1,1,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7905,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,3,1,1,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7906,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,3,1,1,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7907,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,3,1,1,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7908,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,3,1,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7909,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,3,1,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7910,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,3,1,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7911,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,3,1,4,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7912,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,3,1,4,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7913,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,3,1,4,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7914,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,3,0,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7915,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,3,0,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7916,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,3,0,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7917,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,2,0,4,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7918,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,2,0,4,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7919,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,2,0,4,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7920,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,2,1,2,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7921,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,2,1,2,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7922,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,2,1,2,Assistance,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7923,2443094,2374142,2,3,1,70,2,1,1,52,1,2000,1,2,0,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7924,2443094,2374142,2,3,1,70,2,1,1,52,1,1988,1,2,0,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
7925,2443094,2374142,2,3,1,70,2,1,1,52,1,2002,1,2,0,3,Slight,-38.13232,144.35096,-0.9659258262890684,0.2588190451025203
3834,2520286,2374294,0,1,1,100,1,1,3,47,4,1998,4,2,0,3,Assistance,-38.13248,145.23138,-0.8433914458128855,-0.5372996083468242
685,2525794,2374372,2,2,1,100,2,1,6,31,4,1970,1,2,0,3,Slight,-38.13164,145.29419,-0.984807753012208,-0.17364817766693033
686,2525794,2374372,2,2,1,100,2,1,6,31,4,1982,1,2,0,3,Slight,-38.13164,145.29419,-0.984807753012208,-0.17364817766693033
687,2525794,2374372,2,2,1,100,2,1,6,31,4,1970,1,2,0,4,Assistance,-38.13164,145.29419,-0.984807753012208,-0.17364817766693033
688,2525794,2374372,2,2,1,100,2,1,6,31,4,1982,1,2,0,4,Assistance,-38.13164,145.29419,-0.984807753012208,-0.17364817766693033
6654,2442000,2374427,4,3,1,60,3,1,3,50,1,1989,1,2,0,2,Assistance,-38.12969,144.33851,-0.7372773368101242,0.6755902076156601
6655,2442000,2374427,4,3,1,60,3,1,3,50,1,1987,1,2,0,2,Assistance,-38.12969,144.33851,-0.7372773368101242,0.6755902076156601
2047,2511533,2374596,0,2,1,60,1,1,3,37,1,1983,1,2,0,3,Slight,-38.1299,145.13153,-0.34202014332566866,-0.9396926207859084
2048,2511533,2374596,0,2,1,60,1,1,3,37,1,2003,1,2,0,3,Slight,-38.1299,145.13153,-0.34202014332566866,-0.9396926207859084
2049,2511533,2374596,0,2,1,60,1,1,3,37,1,1983,1,2,0,3,Assistance,-38.1299,145.13153,-0.34202014332566866,-0.9396926207859084
2050,2511533,2374596,0,2,1,60,1,1,3,37,1,2003,1,2,0,3,Assistance,-38.1299,145.13153,-0.34202014332566866,-0.9396926207859084
3021,2510893,2374662,2,4,1,70,1,1,3,43,8,2002,1,2,0,3,Slight,-38.12932,145.12424,0.6755902076156604,-0.737277336810124
3022,2510893,2374662,2,4,1,70,1,1,3,43,8,2002,1,6,0,3,Assistance,-38.12932,145.12424,0.6755902076156604,-0.737277336810124
272,2511748,2374754,0,2,1,60,2,1,6,29,5,1990,1,3,1,2,Assistance,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
273,2511748,2374754,0,2,1,60,2,1,6,29,2,1997,1,3,1,2,Assistance,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
274,2511748,2374754,0,2,1,60,2,1,6,29,5,1990,1,3,0,2,Slight,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
275,2511748,2374754,0,2,1,60,2,1,6,29,2,1997,1,3,0,2,Slight,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
276,2511748,2374754,0,2,1,60,2,1,6,29,5,1990,1,2,0,3,Slight,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
277,2511748,2374754,0,2,1,60,2,1,6,29,2,1997,1,2,0,3,Slight,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
278,2511748,2374754,0,2,1,60,2,1,6,29,5,1990,1,2,1,2,Slight,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
279,2511748,2374754,0,2,1,60,2,1,6,29,2,1997,1,2,1,2,Slight,-38.12848,145.13399,0.9659258262890683,-0.25881904510252085
4179,2511748,2374754,0,2,1,60,1,1,6,46,7,1999,1,2,0,3,Slight,-38.12848,145.13399,-0.9762960071199334,-0.21643961393810282
4180,2511748,2374754,0,2,1,60,1,1,6,46,1,1995,1,2,0,3,Slight,-38.12848,145.13399,-0.9762960071199334,-0.21643961393810282
4181,2511748,2374754,0,2,1,60,1,1,6,46,7,1999,1,2,0,3,Assistance,-38.12848,145.13399,-0.9762960071199334,-0.21643961393810282
4182,2511748,2374754,0,2,1,60,1,1,6,46,1,1995,1,2,0,3,Assistance,-38.12848,145.13399,-0.9762960071199334,-0.21643961393810282
5936,2511744,2374750,0,2,2,80,2,9,4,45,2,1992,1,3,1,3,Assistance,-38.12852,145.13394,-1.0,-1.8369701987210297e-16
5937,2511744,2374750,0,2,2,80,2,9,4,45,1,1989,1,3,1,3,Assistance,-38.12852,145.13394,-1.0,-1.8369701987210297e-16
5938,2511744,2374750,0,2,2,80,2,9,4,45,2,1992,1,2,0,3,Slight,-38.12852,145.13394,-1.0,-1.8369701987210297e-16
5939,2511744,2374750,0,2,2,80,2,9,4,45,1,1989,1,2,0,3,Slight,-38.12852,145.13394,-1.0,-1.8369701987210297e-16
5940,2511744,2374750,0,2,2,80,2,9,4,45,2,1992,1,2,1,3,Slight,-38.12852,145.13394,-1.0,-1.8369701987210297e-16
5941,2511744,2374750,0,2,2,80,2,9,4,45,1,1989,1,2,1,3,Slight,-38.12852,145.13394,-1.0,-1.8369701987210297e-16
2334,2511663,2374975,0,2,1,60,3,1,4,39,4,1998,1,2,0,3,Slight,-38.12649,145.13301,-0.8660254037844386,0.5000000000000001
2335,2511663,2374975,0,2,1,60,3,1,4,39,10,1991,1,2,0,3,Slight,-38.12649,145.13301,-0.8660254037844386,0.5000000000000001
2336,2511663,2374975,0,2,1,60,3,1,4,39,4,1998,1,4,0,2,Assistance,-38.12649,145.13301,-0.8660254037844386,0.5000000000000001
2337,2511663,2374975,0,2,1,60,3,1,4,39,10,1991,1,4,0,2,Assistance,-38.12649,145.13301,-0.8660254037844386,0.5000000000000001
3023,2543038,2374999,0,2,1,100,1,1,5,43,1,1993,1,2,0,3,Assistance,-38.12534,145.49082,-0.9238795325112865,-0.38268343236509034
3024,2543038,2374999,0,2,1,100,1,1,5,43,4,2001,1,2,0,3,Assistance,-38.12534,145.49082,-0.9238795325112865,-0.38268343236509034
7868,2511719,2375141,0,2,1,60,1,1,1,51,1,2001,1,3,1,3,Slight,-38.125,145.13366,0.13052619222005157,-0.9914448613738104
7869,2511719,2375141,0,2,1,60,1,1,1,51,10,1998,1,3,1,3,Slight,-38.125,145.13366,0.13052619222005157,-0.9914448613738104
7870,2511719,2375141,0,2,1,60,1,1,1,51,1,2001,1,2,1,3,Slight,-38.125,145.13366,0.13052619222005157,-0.9914448613738104
7871,2511719,2375141,0,2,1,60,1,1,1,51,10,1998,1,2,1,3,Slight,-38.125,145.13366,0.13052619222005157,-0.9914448613738104
7872,2511719,2375141,0,2,1,60,1,1,1,51,1,2001,1,4,1,2,Assistance,-38.125,145.13366,0.13052619222005157,-0.9914448613738104
7873,2511719,2375141,0,2,1,60,1,1,1,51,10,1998,1,4,1,2,Assistance,-38.125,145.13366,0.13052619222005157,-0.9914448613738104
9762,2442694,2375241,1,2,1,60,1,1,1,35,1,2001,1,3,0,3,Assistance,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9763,2442694,2375241,1,2,1,60,1,1,1,35,1,1998,1,3,0,3,Assistance,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9764,2442694,2375241,1,2,1,60,1,1,1,35,1,2001,1,3,0,3,Slight,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9765,2442694,2375241,1,2,1,60,1,1,1,35,1,1998,1,3,0,3,Slight,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9766,2442694,2375241,1,2,1,60,1,1,1,35,1,2001,1,2,1,4,Assistance,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9767,2442694,2375241,1,2,1,60,1,1,1,35,1,1998,1,2,1,4,Assistance,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9768,2442694,2375241,1,2,1,60,1,1,1,35,1,2001,1,2,0,3,Slight,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
9769,2442694,2375241,1,2,1,60,1,1,1,35,1,1998,1,2,0,3,Slight,-38.1224,144.34649,0.49999999999999994,-0.8660254037844387
2978,2512474,2375368,0,1,1,60,3,1,7,42,1,1988,4,2,1,2,Assistance,-38.12294,145.14226,-0.7372773368101242,0.6755902076156601
721,2682133,2375396,1,2,1,60,1,1,5,31,1,2001,1,6,0,1,Assistance,-38.10488,147.07671,-0.9238795325112865,-0.38268343236509034
722,2682133,2375396,1,2,1,60,1,1,5,31,1,2001,1,2,1,3,Slight,-38.10488,147.07671,-0.9238795325112865,-0.38268343236509034
2409,2682133,2375396,1,3,1,60,1,1,4,40,1,1998,1,2,1,4,Assistance,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2410,2682133,2375396,1,3,1,60,1,1,4,40,5,1987,1,2,1,4,Assistance,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2411,2682133,2375396,1,3,1,60,1,1,4,40,1,1993,1,2,1,4,Assistance,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2412,2682133,2375396,1,3,1,60,1,1,4,40,1,1998,1,2,0,3,Assistance,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2413,2682133,2375396,1,3,1,60,1,1,4,40,5,1987,1,2,0,3,Assistance,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2414,2682133,2375396,1,3,1,60,1,1,4,40,1,1993,1,2,0,3,Assistance,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2415,2682133,2375396,1,3,1,60,1,1,4,40,1,1998,1,2,1,3,Slight,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2416,2682133,2375396,1,3,1,60,1,1,4,40,5,1987,1,2,1,3,Slight,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
2417,2682133,2375396,1,3,1,60,1,1,4,40,1,1993,1,2,1,3,Slight,-38.10488,147.07671,-0.6427876096865393,-0.766044443118978
3744,2519435,2375614,0,2,1,80,1,1,4,43,10,1998,1,4,0,3,Assistance,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3745,2519435,2375614,0,2,1,80,1,1,4,43,2,1985,1,4,0,3,Assistance,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3746,2519435,2375614,0,2,1,80,1,1,4,43,10,1998,1,2,0,3,Slight,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3747,2519435,2375614,0,2,1,80,1,1,4,43,2,1985,1,2,0,3,Slight,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3744,2519435,2375614,0,2,1,80,1,1,4,43,10,1998,1,4,0,3,Assistance,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3745,2519435,2375614,0,2,1,80,1,1,4,43,2,1985,1,4,0,3,Assistance,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3746,2519435,2375614,0,2,1,80,1,1,4,43,10,1998,1,2,0,3,Slight,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
3747,2519435,2375614,0,2,1,80,1,1,4,43,2,1985,1,2,0,3,Slight,-38.1206,145.22163,-0.8660254037844384,-0.5000000000000004
6222,2510966,2375719,2,2,1,70,1,1,2,50,1,1985,1,2,0,3,Slight,-38.11979,145.12506,-0.9961946980917455,0.08715574274765789
6223,2510966,2375719,2,2,1,70,1,1,2,50,4,1972,1,2,0,3,Slight,-38.11979,145.12506,-0.9961946980917455,0.08715574274765789
6224,2510966,2375719,2,2,1,70,1,1,2,50,1,1985,1,2,0,3,Assistance,-38.11979,145.12506,-0.9961946980917455,0.08715574274765789
6225,2510966,2375719,2,2,1,70,1,1,2,50,4,1972,1,2,0,3,Assistance,-38.11979,145.12506,-0.9961946980917455,0.08715574274765789
2324,2510977,2375826,2,3,1,60,1,1,6,39,2,1996,1,3,1,1,Slight,-38.11883,145.12518,0.3826834323650899,-0.9238795325112867
2325,2510977,2375826,2,3,1,60,1,1,6,39,2,1996,1,3,1,2,Slight,-38.11883,145.12518,0.3826834323650899,-0.9238795325112867
2326,2510977,2375826,2,3,1,60,1,1,6,39,2,1996,1,2,1,3,Slight,-38.11883,145.12518,0.3826834323650899,-0.9238795325112867
2327,2510977,2375826,2,3,1,60,1,1,6,39,2,1996,1,6,1,3,Assistance,-38.11883,145.12518,0.3826834323650899,-0.9238795325112867
3017,2510989,2375938,2,2,1,70,2,1,3,43,1,1989,1,2,1,2,Assistance,-38.11782,145.12531,0.9537169507482269,-0.30070579950427295
3018,2510989,2375938,2,2,1,70,2,1,3,43,1,2004,1,2,1,2,Assistance,-38.11782,145.12531,0.9537169507482269,-0.30070579950427295
3019,2510989,2375938,2,2,1,70,2,1,3,43,1,1989,1,2,1,2,Slight,-38.11782,145.12531,0.9537169507482269,-0.30070579950427295
3020,2510989,2375938,2,2,1,70,2,1,3,43,1,2004,1,2,1,2,Slight,-38.11782,145.12531,0.9537169507482269,-0.30070579950427295
1486,2516795,2376035,0,2,1,70,1,1,4,34,1,1978,1,2,0,2,Assistance,-38.11686,145.19152,-0.46174861323503374,-0.8870108331782218
1487,2516795,2376035,0,2,1,70,1,1,4,34,6,1999,1,2,0,2,Assistance,-38.11686,145.19152,-0.46174861323503374,-0.8870108331782218
1488,2516795,2376035,0,2,1,70,1,1,4,34,1,1978,1,2,0,3,Slight,-38.11686,145.19152,-0.46174861323503374,-0.8870108331782218
1489,2516795,2376035,0,2,1,70,1,1,4,34,6,1999,1,2,0,3,Slight,-38.11686,145.19152,-0.46174861323503374,-0.8870108331782218
1758,2511350,2376079,4,1,1,50,2,1,2,36,1,1994,4,2,1,3,Assistance,-38.11655,145.12943,-0.9762960071199334,-0.21643961393810282
498,2681395,2376239,1,1,1,70,3,1,4,30,4,1995,4,2,0,2,Assistance,-38.09743,147.06808,0.49999999999999994,0.8660254037844387
5137,2513648,2376365,0,1,1,70,3,1,7,49,1,1995,4,2,1,2,Assistance,-38.11395,145.15563,0.7933533402912352,0.6087614290087207
2952,2513766,2376511,0,2,1,60,3,1,2,42,1,1995,1,3,0,1,Assistance,-38.11262,145.15697,-0.8433914458128862,0.5372996083468231
2953,2513766,2376511,0,2,1,60,3,1,2,42,1,1999,1,3,0,1,Assistance,-38.11262,145.15697,-0.8433914458128862,0.5372996083468231
2954,2513766,2376511,0,2,1,60,3,1,2,42,1,1995,1,2,1,3,Assistance,-38.11262,145.15697,-0.8433914458128862,0.5372996083468231
2955,2513766,2376511,0,2,1,60,3,1,2,42,1,1999,1,2,1,3,Assistance,-38.11262,145.15697,-0.8433914458128862,0.5372996083468231
2956,2513766,2376511,0,2,1,60,3,1,2,42,1,1995,1,2,1,2,Assistance,-38.11262,145.15697,-0.8433914458128862,0.5372996083468231
2957,2513766,2376511,0,2,1,60,3,1,2,42,1,1999,1,2,1,2,Assistance,-38.11262,145.15697,-0.8433914458128862,0.5372996083468231
6341,2513036,2376626,0,2,1,60,1,1,6,51,4,2000,1,2,0,2,Assistance,-38.1116,145.14865,-0.9238795325112866,0.38268343236509
6342,2513036,2376626,0,2,1,60,1,1,6,51,4,2000,1,2,1,3,Slight,-38.1116,145.14865,-0.9238795325112866,0.38268343236509
18,2514014,2376720,0,2,1,60,1,1,1,50,1,1995,1,2,0,3,Slight,-38.11074,145.15979,-0.9238795325112865,-0.38268343236509034
19,2514014,2376720,0,2,1,60,1,1,1,50,1,1990,1,2,0,3,Slight,-38.11074,145.15979,-0.9238795325112865,-0.38268343236509034
20,2514014,2376720,0,2,1,60,1,1,1,50,1,1995,1,2,1,3,Assistance,-38.11074,145.15979,-0.9238795325112865,-0.38268343236509034
21,2514014,2376720,0,2,1,60,1,1,1,50,1,1990,1,2,1,3,Assistance,-38.11074,145.15979,-0.9238795325112865,-0.38268343236509034
5962,2514014,2376720,0,2,1,80,1,1,1,50,1,1989,1,2,1,3,Assistance,-38.11074,145.15979,-0.6087614290087207,-0.7933533402912352
5963,2514014,2376720,0,2,1,80,1,1,1,50,1,2002,1,2,1,3,Assistance,-38.11074,145.15979,-0.6087614290087207,-0.7933533402912352
5964,2514014,2376720,0,2,1,80,1,1,1,50,1,1989,1,2,0,3,Slight,-38.11074,145.15979,-0.6087614290087207,-0.7933533402912352
5965,2514014,2376720,0,2,1,80,1,1,1,50,1,2002,1,2,0,3,Slight,-38.11074,145.15979,-0.6087614290087207,-0.7933533402912352
582,2511377,2376760,0,2,1,60,3,1,5,30,1,1982,1,3,1,2,Slight,-38.11041,145.12972,-0.7660444431189781,0.6427876096865393
583,2511377,2376760,0,2,1,60,3,1,5,30,1,1988,1,3,1,2,Slight,-38.11041,145.12972,-0.7660444431189781,0.6427876096865393
584,2511377,2376760,0,2,1,60,3,1,5,30,1,1982,1,2,1,2,Assistance,-38.11041,145.12972,-0.7660444431189781,0.6427876096865393
585,2511377,2376760,0,2,1,60,3,1,5,30,1,1988,1,2,1,2,Assistance,-38.11041,145.12972,-0.7660444431189781,0.6427876096865393
586,2511377,2376760,0,2,1,60,3,1,5,30,1,1982,1,2,0,2,Slight,-38.11041,145.12972,-0.7660444431189781,0.6427876096865393
587,2511377,2376760,0,2,1,60,3,1,5,30,1,1988,1,2,0,2,Slight,-38.11041,145.12972,-0.7660444431189781,0.6427876096865393
1466,2516869,2376836,5,3,1,50,3,1,6,34,4,2004,1,2,1,2,Assistance,-38.10965,145.19234,0.4617486132350339,0.8870108331782217
1467,2516869,2376836,5,3,1,50,3,1,6,34,1,1995,1,2,1,2,Assistance,-38.10965,145.19234,0.4617486132350339,0.8870108331782217
1468,2516869,2376836,5,3,1,50,3,1,6,34,2,1995,1,2,1,2,Assistance,-38.10965,145.19234,0.4617486132350339,0.8870108331782217
7424,2308715,2376988,0,1,1,80,2,1,2,48,6,1997,6,2,0,3,Assistance,-38.08869,142.8194,1.0,-1.6081226496766364e-16
2946,2512222,2377141,7,1,2,100,2,1,5,42,4,2003,4,3,1,3,Assistance,-38.10697,145.13936,-0.8660254037844386,0.5000000000000001
2947,2512222,2377141,7,1,2,100,2,1,5,42,4,2003,4,2,0,3,Assistance,-38.10697,145.13936,-0.8660254037844386,0.5000000000000001
3840,2514706,2377293,0,2,1,50,1,1,5,44,2,2005,1,2,1,3,Slight,-38.10557,145.16768,-0.9238795325112865,-0.38268343236509034
3841,2514706,2377293,0,2,1,50,1,1,5,44,2,2005,1,6,0,2,Assistance,-38.10557,145.16768,-0.9238795325112865,-0.38268343236509034
1759,2516160,2377352,5,2,1,50,3,1,2,36,1,1991,1,3,1,1,Assistance,-38.10501,145.18425,-0.17364817766693127,0.9848077530122079
1760,2516160,2377352,5,2,1,50,3,1,2,36,4,2001,1,3,1,1,Assistance,-38.10501,145.18425,-0.17364817766693127,0.9848077530122079
1761,2516160,2377352,5,2,1,50,3,1,2,36,1,1991,1,2,0,2,Slight,-38.10501,145.18425,-0.17364817766693127,0.9848077530122079
1762,2516160,2377352,5,2,1,50,3,1,2,36,4,2001,1,2,0,2,Slight,-38.10501,145.18425,-0.17364817766693127,0.9848077530122079
