,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,drogas_alcohol_positivo,vehiculos_implicados,dia_semana,semana_en_año,Latitude,Longitude
26163,2,17,4.0,2,1.0,4.0,1.0,3,1,Slight,442670.858,4475053.184,2,6,7,51,40.42413637952991,-3.6758157079770366
26164,2,17,4.0,2,1.0,5.0,1.0,3,2,Slight,442670.858,4475053.184,2,6,7,51,40.42413637952991,-3.6758157079770366
26165,2,17,4.0,2,1.0,5.0,2.0,1,2,Slight,442670.858,4475053.184,2,6,7,51,40.42413637952991,-3.6758157079770366
26166,2,17,4.0,2,1.0,5.0,2.0,3,2,Slight,442670.858,4475053.184,2,6,7,51,40.42413637952991,-3.6758157079770366
28044,1,17,4.0,2,1.0,4.0,1.0,3,1,Slight,442671.231,4475057.807,2,2,3,4,40.42417805158502,-3.675811728028026
28045,1,17,4.0,2,1.0,5.0,1.0,3,1,Slight,442671.231,4475057.807,2,2,3,4,40.42417805158502,-3.675811728028026
28404,1,17,4.0,2,2.0,3.0,1.0,3,1,Slight,442672.163,4475056.223,2,2,1,5,40.42416384631947,-3.675800599195977
28405,1,17,4.0,2,2.0,5.0,1.0,3,1,Slight,442672.163,4475056.223,2,2,1,5,40.42416384631947,-3.675800599195977
34590,1,17,4.0,2,1.0,1.0,1.0,3,1,Serious,442668.323,4475057.658,2,1,5,29,40.42417650893752,-3.675845992859972
32883,1,12,0.0,3,1.0,3.0,1.0,3,1,Serious,441482.489,4475086.924,2,1,3,24,40.42435759305178,-3.689826763670719
4286,1,3,4.0,2,1.0,6.0,1.0,3,1,Slight,441442.673,4475108.062,2,5,7,9,40.42454521305286,-3.6902980442705298
4287,1,3,4.0,2,1.0,6.0,2.0,2,1,Slight,441442.673,4475108.062,2,5,7,9,40.42454521305286,-3.6902980442705298
4288,1,3,4.0,2,1.0,6.0,2.0,3,2,Slight,441442.673,4475108.062,2,5,7,9,40.42454521305286,-3.6902980442705298
4289,1,3,4.0,2,1.0,6.0,2.0,4,2,Slight,441442.673,4475108.062,2,5,7,9,40.42454521305286,-3.6902980442705298
4290,1,3,4.0,2,1.0,5.0,1.0,2,1,Slight,441442.673,4475108.062,2,5,7,9,40.42454521305286,-3.6902980442705298
13250,2,3,4.0,2,1.0,4.0,1.0,3,1,Serious,441441.778,4475109.33,2,4,2,26,40.42455657281925,-3.690308710953099
13251,2,3,4.0,2,1.0,5.0,1.0,3,1,Slight,441441.778,4475109.33,2,4,2,26,40.42455657281925,-3.690308710953099
13252,2,3,4.0,2,1.0,5.0,2.0,2,2,Slight,441441.778,4475109.33,2,4,2,26,40.42455657281925,-3.690308710953099
13253,2,3,4.0,2,1.0,5.0,2.0,3,2,Slight,441441.778,4475109.33,2,4,2,26,40.42455657281925,-3.690308710953099
1170,1,3,0.0,3,1.0,4.0,1.0,3,1,Slight,441415.384,4475143.218,2,2,1,3,40.42485999421499,-3.690622955368721
1171,1,3,0.0,3,1.0,5.0,1.0,3,1,Slight,441415.384,4475143.218,2,2,1,3,40.42485999421499,-3.690622955368721
6650,2,3,0.0,2,1.0,4.0,1.0,3,1,Slight,441411.688,4475149.611,2,2,4,11,40.4249173251865,-3.690667111632269
6651,2,3,0.0,2,1.0,5.0,1.0,3,1,Slight,441411.688,4475149.611,2,2,4,11,40.4249173251865,-3.690667111632269
13897,2,3,6.0,0,1.0,4.0,1.0,3,1,Serious,441412.401,4475141.578,2,2,3,27,40.42484501024727,-3.690657966834199
13898,2,3,6.0,0,1.0,5.0,1.0,3,1,Slight,441412.401,4475141.578,2,2,3,27,40.42484501024727,-3.690657966834199
24845,2,12,4.0,0,1.0,5.0,1.0,3,1,Slight,441416.726,4475140.534,1,3,4,49,40.42483590994115,-3.690606889037376
24846,2,12,4.0,0,1.0,5.0,1.0,3,1,Slight,441416.726,4475140.534,2,3,4,49,40.42483590994115,-3.690606889037376
24847,2,12,4.0,0,1.0,5.0,2.0,3,1,Slight,441416.726,4475140.534,2,3,4,49,40.42483590994115,-3.690606889037376
38404,2,19,9.0,2,1.0,9.0,1.0,3,1,Slight,439425.101,4475164.58,2,3,4,42,40.42490990572646,-3.7140856808672114
38405,2,19,9.0,2,1.0,4.0,1.0,3,1,Serious,439425.101,4475164.58,2,3,4,42,40.42490990572646,-3.7140856808672114
38406,2,19,9.0,2,1.0,5.0,1.0,3,1,Slight,439425.101,4475164.58,2,3,4,42,40.42490990572646,-3.7140856808672114
2855,1,19,4.0,6,1.0,4.0,1.0,3,1,Slight,441982.576,4475173.621,2,4,1,7,40.42517362529664,-3.6839398580636833
2856,1,19,4.0,6,1.0,4.0,2.0,3,2,Slight,441982.576,4475173.621,2,4,1,7,40.42517362529664,-3.6839398580636833
2857,1,19,4.0,6,1.0,4.0,3.0,3,1,Serious,441982.576,4475173.621,2,4,1,7,40.42517362529664,-3.6839398580636833
3565,1,19,4.0,0,1.0,4.0,1.0,3,1,Slight,441983.471,4475180.76,2,2,4,8,40.42523799935985,-3.683929959460592
3566,1,19,4.0,0,1.0,5.0,1.0,3,1,Slight,441983.471,4475180.76,2,2,4,8,40.42523799935985,-3.683929959460592
1090,1,19,4.0,6,1.0,5.0,1.0,3,1,Slight,442793.513,4475196.791,2,2,7,3,40.42543850771222,-3.6743828241316647
1091,1,19,4.0,6,1.0,5.0,3.0,3,1,Serious,442793.513,4475196.791,2,2,7,3,40.42543850771222,-3.6743828241316647
19397,1,19,9.0,2,1.0,4.0,1.0,2,1,Slight,439553.697,4475211.382,2,2,2,39,40.4253408716115,-3.712574290835847
19398,1,19,9.0,2,1.0,5.0,1.0,4,1,Slight,439553.697,4475211.382,2,2,2,39,40.4253408716115,-3.712574290835847
26065,2,19,9.0,2,1.0,3.0,1.0,3,1,Serious,439553.459,4475210.678,2,2,6,51,40.42533451237762,-3.712577029376122
26066,2,19,9.0,2,1.0,5.0,1.0,3,1,Slight,439553.459,4475210.678,2,2,6,51,40.42533451237762,-3.712577029376122
36781,1,17,12.0,2,1.0,5.0,1.0,3,2,Serious,444732.646,4475238.9,2,2,5,37,40.42594892524662,-3.65152830080428
36782,1,17,12.0,2,1.0,5.0,1.0,3,1,Slight,444732.646,4475238.9,2,2,5,37,40.42594892524662,-3.65152830080428
47286,1,19,9.0,2,1.0,5.0,1.0,3,2,Slight,439445.14,4475258.12,2,3,5,15,40.425754013772575,-3.713858377743804
47287,1,19,9.0,2,1.0,5.0,2.0,1,2,Slight,439445.14,4475258.12,2,3,5,15,40.425754013772575,-3.713858377743804
48122,2,19,9.0,2,1.0,3.0,1.0,3,1,Serious,439445.14,4475258.12,2,2,6,17,40.425754013772575,-3.713858377743804
48123,2,19,9.0,2,1.0,5.0,1.0,3,1,Slight,439445.14,4475258.12,2,2,6,17,40.425754013772575,-3.713858377743804
54011,1,19,9.0,3,1.0,2.0,1.0,3,1,Slight,439445.14,4475258.12,2,2,1,33,40.425754013772575,-3.713858377743804
54012,1,19,9.0,3,1.0,5.0,1.0,3,2,Slight,439445.14,4475258.12,2,2,1,33,40.425754013772575,-3.713858377743804
52928,2,17,12.0,4,1.0,3.0,1.0,3,1,Serious,444825.03,4475291.83,2,4,3,29,40.42643188013401,-3.650443876834777
52929,2,17,12.0,4,1.0,5.0,1.0,3,2,Slight,444825.03,4475291.83,1,4,3,29,40.42643188013401,-3.650443876834777
52930,2,17,12.0,4,1.0,5.0,2.0,1,2,Slight,444825.03,4475291.83,2,4,3,29,40.42643188013401,-3.650443876834777
5299,2,19,0.0,0,1.0,4.0,1.0,3,1,Serious,439518.602,4475305.204,2,2,6,11,40.42618351084337,-3.712996904581493
5300,2,19,0.0,0,1.0,5.0,1.0,3,1,Slight,439518.602,4475305.204,2,2,6,11,40.42618351084337,-3.712996904581493
34486,1,19,4.0,3,1.0,3.0,1.0,3,2,Serious,443169.603,4475322.502,2,1,4,29,40.426596752978014,-3.669960785035773
44410,1,19,0.0,2,3.0,2.0,1.0,3,1,Serious,439832.39,4475356.93,2,2,7,7,40.42667223443928,-3.7093029174809824
44411,1,19,0.0,2,3.0,5.0,1.0,3,1,Slight,439832.39,4475356.93,2,2,7,7,40.42667223443928,-3.7093029174809824
31,2,12,4.0,3,1.0,4.0,1.0,3,1,Serious,443299.231,4475390.051,2,1,4,1,40.42721411457883,-3.668438752807785
32534,1,19,12.0,4,1.0,5.0,1.0,3,1,Serious,444726.606,4475410.187,2,2,2,23,40.4274915719597,-3.651614391609711
32535,1,19,12.0,4,1.0,5.0,1.0,3,1,Slight,444726.606,4475410.187,2,2,2,23,40.4274915719597,-3.651614391609711
44477,2,19,0.0,3,1.0,6.0,1.0,3,1,Slight,441016.2,4475414.47,2,2,1,8,40.42727535601678,-3.695353560880025
44478,2,19,0.0,3,1.0,6.0,2.0,4,2,Serious,441016.2,4475414.47,2,2,1,8,40.42727535601678,-3.695353560880025
22882,2,18,12.0,0,3.0,4.0,1.0,3,1,Serious,444005.368,4475441.168,2,2,3,46,40.427722432415,-3.660119215683096
22883,2,18,12.0,0,3.0,5.0,1.0,3,2,Slight,444005.368,4475441.168,2,2,3,46,40.427722432415,-3.660119215683096
51196,1,19,9.0,3,1.0,3.0,1.0,3,1,Serious,439078.15,4475443.91,2,2,1,25,40.42740089697909,-3.7182021658077735
51197,1,19,9.0,3,1.0,5.0,1.0,3,2,Slight,439078.15,4475443.91,2,2,1,25,40.42740089697909,-3.7182021658077735
48731,1,19,12.0,6,1.0,5.0,1.0,3,1,Slight,444172.4,4475467.43,2,2,4,19,40.427970240722566,-3.65815250955539
48732,1,19,12.0,6,1.0,5.0,3.0,3,1,Serious,444172.4,4475467.43,2,2,4,19,40.427970240722566,-3.65815250955539
30211,2,19,0.0,6,1.0,2.0,1.0,3,2,Slight,440451.446,4475506.372,2,2,7,8,40.42806301786949,-3.702019520473976
30212,2,19,0.0,6,1.0,2.0,3.0,3,1,Serious,440451.446,4475506.372,2,2,7,8,40.42806301786949,-3.702019520473976
3795,2,19,0.0,6,1.0,5.0,1.0,3,1,Slight,439404.447,4475511.591,2,3,7,8,40.428034427844246,-3.7143622154465192
3796,2,19,0.0,6,1.0,5.0,2.0,3,2,Slight,439404.447,4475511.591,2,3,7,8,40.428034427844246,-3.7143622154465192
3797,2,19,0.0,6,1.0,5.0,3.0,1,2,Serious,439404.447,4475511.591,2,3,7,8,40.428034427844246,-3.7143622154465192
17207,2,19,9.0,2,1.0,1.0,1.0,2,1,Slight,439394.959,4475515.115,2,1,5,35,40.42806548239633,-3.714474397373443
42962,2,19,9.0,3,1.0,2.0,1.0,3,1,Serious,439236.33,4475532.46,2,1,5,2,40.428210162042326,-3.7163459981675193
48898,1,19,9.0,3,1.0,6.0,1.0,3,1,Slight,439361.08,4475551.85,2,2,6,19,40.42839393828748,-3.714877272301607
48899,1,19,9.0,3,1.0,6.0,2.0,4,2,Serious,439361.08,4475551.85,2,2,6,19,40.42839393828748,-3.714877272301607
8290,1,19,4.0,2,3.0,5.0,1.0,3,2,Slight,443741.344,4475558.817,2,2,3,17,40.42876446371236,-3.663242001677268
8291,1,19,4.0,2,3.0,5.0,1.0,3,1,Slight,443741.344,4475558.817,2,2,3,17,40.42876446371236,-3.663242001677268
26741,1,19,4.0,2,1.0,4.0,1.0,3,1,Serious,443740.487,4475559.889,2,3,3,1,40.42877406289627,-3.663252199212526
26742,1,19,4.0,2,1.0,5.0,1.0,3,2,Slight,443740.487,4475559.889,2,3,3,1,40.42877406289627,-3.663252199212526
26743,1,19,4.0,2,1.0,5.0,2.0,3,2,Slight,443740.487,4475559.889,2,3,3,1,40.42877406289627,-3.663252199212526
6953,1,3,4.0,6,2.0,5.0,1.0,4,1,Slight,441547.694,4475578.94,2,2,5,14,40.42879449481018,-3.6891033903887274
6954,1,3,4.0,6,2.0,5.0,3.0,3,1,Serious,441547.694,4475578.94,2,2,5,14,40.42879449481018,-3.6891033903887274
53506,2,19,6.0,4,1.0,3.0,1.0,2,1,Serious,440537.25,4475599.87,2,2,1,31,40.4289114282852,-3.7010167921823034
53507,2,19,6.0,4,1.0,5.0,1.0,3,1,Slight,440537.25,4475599.87,2,2,1,31,40.4289114282852,-3.7010167921823034
6905,2,9,6.0,1,3.0,4.0,1.0,3,1,Fatal,440470.161,4475606.434,2,1,5,14,40.42896576149452,-3.7018082746092418
8897,2,9,6.0,2,1.0,5.0,1.0,3,2,Slight,440468.894,4475613.331,2,2,3,18,40.429027802144006,-3.7018238563266457
9017,2,9,6.0,0,1.0,4.0,1.0,2,2,Slight,440459.35,4475606.658,2,3,6,18,40.42896700566369,-3.7019357393949615
9018,2,9,6.0,0,1.0,5.0,1.0,3,1,Slight,440459.35,4475606.658,2,3,6,18,40.42896700566369,-3.7019357393949615
9019,2,9,6.0,0,1.0,5.0,2.0,3,1,Slight,440459.35,4475606.658,2,3,6,18,40.42896700566369,-3.7019357393949615
43169,2,3,6.0,2,1.0,3.0,1.0,3,1,Serious,441481.62,4475629.76,2,2,7,3,40.42924766030264,-3.689886971780501
43170,2,3,6.0,2,1.0,5.0,1.0,3,1,Slight,441481.62,4475629.76,2,2,7,3,40.42924766030264,-3.689886971780501
3659,1,19,4.0,4,1.0,4.0,1.0,3,1,Slight,443529.514,4475648.45,2,2,5,8,40.42955757182955,-3.665747101121999
3660,1,19,4.0,4,1.0,5.0,1.0,4,1,Slight,443529.514,4475648.45,2,2,5,8,40.42955757182955,-3.665747101121999
26192,1,19,4.0,6,1.0,5.0,1.0,5,3,Slight,443519.038,4475638.403,2,3,2,52,40.429466351966695,-3.6658697051540376
26193,1,19,4.0,6,1.0,5.0,3.0,3,2,Serious,443519.038,4475638.403,2,3,2,52,40.429466351966695,-3.6658697051540376
26194,1,19,4.0,6,1.0,5.0,3.0,4,1,Slight,443519.038,4475638.403,2,3,2,52,40.429466351966695,-3.6658697051540376
31779,1,19,4.0,4,1.0,3.0,1.0,3,1,Slight,443525.047,4475648.897,2,2,2,18,40.429561295381696,-3.6657998002333896
31780,1,19,4.0,4,1.0,5.0,1.0,3,2,Slight,443525.047,4475648.897,2,2,2,18,40.429561295381696,-3.6657998002333896
40886,1,19,4.0,4,1.0,1.0,1.0,3,2,Serious,443528.694,4475639.558,2,2,1,49,40.42947741237846,-3.665755977791294
40887,1,19,4.0,4,1.0,5.0,1.0,3,1,Slight,443528.694,4475639.558,2,2,1,49,40.42947741237846,-3.665755977791294
42451,1,19,4.0,4,1.0,2.0,1.0,3,1,Slight,443525.189,4475648.711,2,2,2,53,40.429559629437016,-3.665798109736313
42452,1,19,4.0,4,1.0,4.0,1.0,3,1,Slight,443525.189,4475648.711,2,2,2,53,40.429559629437016,-3.665798109736313
33653,1,19,9.0,2,1.0,4.0,1.0,3,1,Serious,438901.34,4475652.01,2,2,7,26,40.42926258255503,-3.7203064072418206
33654,1,19,9.0,2,1.0,5.0,1.0,3,1,Slight,438901.34,4475652.01,2,2,7,26,40.42926258255503,-3.7203064072418206
619,1,9,0.0,4,1.0,5.0,1.0,2,1,Slight,440093.698,4475676.01,2,2,5,1,40.4295655076498,-3.70625270441186
620,1,9,0.0,4,1.0,5.0,1.0,3,2,Slight,440093.698,4475676.01,2,2,5,1,40.4295655076498,-3.70625270441186
1545,2,9,0.0,2,3.0,2.0,1.0,3,2,Slight,440086.066,4475677.255,2,2,6,3,40.42957617350525,-3.706342791123652
1546,2,9,0.0,2,3.0,4.0,1.0,3,1,Slight,440086.066,4475677.255,2,2,6,3,40.42957617350525,-3.706342791123652
2869,2,9,0.0,0,1.0,6.0,1.0,3,1,Slight,440094.518,4475677.827,2,3,5,6,40.429581935049285,-3.7062432091230506
2870,2,9,0.0,0,1.0,5.0,1.0,3,1,Slight,440094.518,4475677.827,2,3,5,6,40.429581935049285,-3.7062432091230506
2871,2,9,0.0,0,1.0,5.0,2.0,3,1,Slight,440094.518,4475677.827,2,3,5,6,40.429581935049285,-3.7062432091230506
3002,1,9,6.0,2,7.0,9.0,1.0,3,1,Slight,440091.536,4475675.33,2,2,2,6,40.429559226205306,-3.706278126932338
3003,1,9,6.0,2,7.0,4.0,1.0,3,1,Slight,440091.536,4475675.33,2,2,2,6,40.429559226205306,-3.706278126932338
4199,2,9,0.0,0,1.0,4.0,1.0,3,1,Slight,440085.123,4475677.492,2,3,7,8,40.42957824058682,-3.706353929961574
4200,2,9,0.0,0,1.0,5.0,1.0,2,1,Slight,440085.123,4475677.492,2,3,7,8,40.42957824058682,-3.706353929961574
4201,2,9,0.0,0,1.0,5.0,2.0,2,1,Slight,440085.123,4475677.492,2,3,7,8,40.42957824058682,-3.706353929961574
6271,1,9,0.0,0,1.0,4.0,1.0,3,1,Slight,440092.915,4475676.15,2,2,3,13,40.4295667124435,-3.706261947953659
12240,2,9,0.0,0,1.0,4.0,1.0,3,1,Slight,440093.562,4475676.428,2,2,3,24,40.42956926338618,-3.70625434703197
12241,2,9,0.0,0,1.0,5.0,1.0,2,2,Slight,440093.562,4475676.428,2,2,3,24,40.42956926338618,-3.70625434703197
12396,2,9,6.0,0,1.0,1.0,1.0,2,1,Slight,440085.049,4475679.319,2,2,5,24,40.42959469368781,-3.7063549745074345
12397,2,9,6.0,0,1.0,5.0,1.0,4,1,Slight,440085.049,4475679.319,2,2,5,24,40.42959469368781,-3.7063549745074345
17198,1,9,0.0,0,1.0,3.0,1.0,3,1,Slight,440090.356,4475677.174,2,2,6,35,40.4295757527975,-3.706292211077377
17199,1,9,0.0,0,1.0,5.0,1.0,3,1,Slight,440090.356,4475677.174,2,2,6,35,40.4295757527975,-3.706292211077377
23017,1,9,0.0,2,1.0,4.0,1.0,3,1,Serious,440093.586,4475677.361,2,2,4,46,40.42957766999492,-3.7062541520353687
23018,1,9,0.0,2,1.0,5.0,1.0,3,1,Slight,440093.586,4475677.361,2,2,4,46,40.42957766999492,-3.7062541520353687
27099,2,9,0.0,2,1.0,1.0,1.0,3,2,Slight,440089.821,4475677.417,2,2,3,2,40.42957790331912,-3.706298540795149
27100,2,9,0.0,2,1.0,2.0,1.0,2,2,Slight,440089.821,4475677.417,2,2,3,2,40.42957790331912,-3.706298540795149
32112,1,9,0.0,6,1.0,4.0,1.0,3,1,Slight,440085.492,4475680.615,2,2,4,21,40.42960640054141,-3.706349874378388
32113,1,9,0.0,6,1.0,4.0,3.0,3,1,Serious,440085.492,4475680.615,2,2,4,21,40.42960640054141,-3.706349874378388
37347,2,9,6.0,2,1.0,2.0,1.0,3,2,Slight,440096.68,4475675.796,2,2,4,39,40.42956379458818,-3.706217531119072
37348,2,9,6.0,2,1.0,5.0,1.0,3,1,Slight,440096.68,4475675.796,2,2,4,39,40.42956379458818,-3.706217531119072
38235,2,9,0.0,2,1.0,3.0,1.0,3,1,Slight,440093.027,4475675.479,2,3,7,41,40.429560675841934,-3.70626056441278
38236,2,9,0.0,2,1.0,3.0,2.0,3,2,Slight,440093.027,4475675.479,2,3,7,41,40.429560675841934,-3.70626056441278
38237,2,9,0.0,2,1.0,5.0,1.0,3,1,Slight,440093.027,4475675.479,2,3,7,41,40.429560675841934,-3.70626056441278
39795,2,9,0.0,0,1.0,9.0,1.0,4,1,Slight,440096.979,4475672.757,2,2,4,46,40.42953643945127,-3.706213719996831
39796,2,9,0.0,0,1.0,4.0,1.0,3,1,Slight,440096.979,4475672.757,2,2,4,46,40.42953643945127,-3.706213719996831
41517,1,9,0.0,2,2.0,3.0,1.0,3,1,Slight,440091.143,4475674.851,2,2,5,50,40.429554882856216,-3.706282714645782
41518,1,9,0.0,2,2.0,5.0,1.0,3,1,Slight,440091.143,4475674.851,2,2,5,50,40.429554882856216,-3.706282714645782
54358,2,19,6.0,2,1.0,3.0,1.0,3,1,Serious,440505.29,4475683.52,2,3,5,34,40.42966270049188,-3.701401376350778
54359,2,19,6.0,2,1.0,5.0,1.0,2,1,Slight,440505.29,4475683.52,2,3,5,34,40.42966270049188,-3.701401376350778
54360,2,19,6.0,2,1.0,5.0,2.0,2,1,Slight,440505.29,4475683.52,2,3,5,34,40.42966270049188,-3.701401376350778
9477,2,19,0.0,6,1.0,4.0,1.0,3,1,Slight,439409.331,4475702.153,1,2,6,19,40.42975144832161,-3.714322805178576
9478,2,19,0.0,6,1.0,4.0,3.0,3,1,Serious,439409.331,4475702.153,2,2,6,19,40.42975144832161,-3.714322805178576
11058,1,19,4.0,2,1.0,6.0,1.0,3,1,Slight,443661.824,4475722.509,2,4,2,22,40.43023370562269,-3.664193923045507
11059,1,19,4.0,2,1.0,6.0,2.0,3,2,Slight,443661.824,4475722.509,2,4,2,22,40.43023370562269,-3.664193923045507
11060,1,19,4.0,2,1.0,6.0,2.0,4,1,Slight,443661.824,4475722.509,2,4,2,22,40.43023370562269,-3.664193923045507
11061,1,19,4.0,2,1.0,5.0,1.0,3,1,Slight,443661.824,4475722.509,2,4,2,22,40.43023370562269,-3.664193923045507
19206,1,19,4.0,0,1.0,1.0,1.0,3,1,Slight,443668.783,4475723.128,2,3,7,39,40.43023975319138,-3.664111940616221
19207,1,19,4.0,0,1.0,5.0,1.0,3,1,Slight,443668.783,4475723.128,2,3,7,39,40.43023975319138,-3.664111940616221
19208,1,19,4.0,0,1.0,5.0,2.0,3,1,Slight,443668.783,4475723.128,2,3,7,39,40.43023975319138,-3.664111940616221
23498,2,19,4.0,2,1.0,3.0,1.0,3,1,Slight,443658.804,4475724.093,2,2,2,47,40.43024777058052,-3.6642296651954354
23499,2,19,4.0,2,1.0,5.0,1.0,3,1,Slight,443658.804,4475724.093,2,2,2,47,40.43024777058052,-3.6642296651954354
31321,2,19,4.0,2,1.0,3.0,1.0,3,1,Fatal,443665.962,4475724.82,2,4,3,11,40.43025480457228,-3.6641453463799407
31322,2,19,4.0,2,1.0,5.0,1.0,2,1,Slight,443665.962,4475724.82,1,4,3,11,40.43025480457228,-3.6641453463799407
31323,2,19,4.0,2,1.0,5.0,2.0,2,1,Slight,443665.962,4475724.82,2,4,3,11,40.43025480457228,-3.6641453463799407
24332,2,19,9.0,2,1.0,3.0,1.0,3,1,Serious,439063.177,4475731.4,2,3,6,48,40.42998963213006,-3.7184062258264095
24333,2,19,9.0,2,1.0,5.0,1.0,3,1,Slight,439063.177,4475731.4,2,3,6,48,40.42998963213006,-3.7184062258264095
24334,2,19,9.0,2,1.0,5.0,2.0,3,1,Slight,439063.177,4475731.4,2,3,6,48,40.42998963213006,-3.7184062258264095
26980,1,19,6.0,3,1.0,3.0,1.0,3,1,Serious,439477.205,4475762.147,2,1,2,2,40.43029684125673,-3.713528387876892
12928,1,19,0.0,2,1.0,4.0,1.0,3,1,Serious,439447.67,4475767.953,2,2,5,25,40.43034699474767,-3.7138771157156887
12929,1,19,0.0,2,1.0,5.0,1.0,3,1,Slight,439447.67,4475767.953,2,2,5,25,40.43034699474767,-3.7138771157156887
13118,1,19,0.0,2,2.0,9.0,1.0,3,1,Slight,439447.544,4475764.357,2,2,1,26,40.43031459126059,-3.713878258519188
13119,1,19,0.0,2,2.0,4.0,1.0,3,1,Slight,439447.544,4475764.357,2,2,1,26,40.43031459126059,-3.713878258519188
13497,1,19,6.0,2,1.0,3.0,1.0,3,1,Serious,439453.583,4475775.392,2,2,5,26,40.43041443887264,-3.713808118550664
13498,1,19,6.0,2,1.0,5.0,1.0,3,1,Slight,439453.583,4475775.392,2,2,5,26,40.43041443887264,-3.713808118550664
5397,1,19,6.0,1,1.0,5.0,1.0,3,1,Slight,439352.552,4475793.995,1,2,7,11,40.43057466272793,-3.715000904090732
5398,1,19,6.0,1,1.0,5.0,2.0,3,2,Slight,439352.552,4475793.995,2,2,7,11,40.43057466272793,-3.715000904090732
24924,2,19,6.0,3,1.0,3.0,1.0,3,1,Serious,439354.267,4475793.51,2,1,5,49,40.43057041867826,-3.7149806403804826
14672,2,19,12.0,2,1.0,4.0,1.0,3,1,Serious,445367.392,4475810.883,2,2,1,29,40.4311435950418,-3.6440951001986543
14673,2,19,12.0,2,1.0,5.0,1.0,3,1,Slight,445367.392,4475810.883,2,2,1,29,40.4311435950418,-3.6440951001986543
17682,1,19,12.0,4,1.0,2.0,1.0,3,1,Slight,445365.267,4475809.821,2,3,6,36,40.43113388837904,-3.644120060255439
17683,1,19,12.0,4,1.0,5.0,1.0,3,1,Slight,445365.267,4475809.821,1,3,6,36,40.43113388837904,-3.644120060255439
17684,1,19,12.0,4,1.0,5.0,2.0,3,2,Slight,445365.267,4475809.821,2,3,6,36,40.43113388837904,-3.644120060255439
28397,1,19,6.0,6,2.0,4.0,1.0,3,1,Slight,440606.983,4475825.945,1,2,1,5,40.43095299695535,-3.700215878999016
28398,1,19,6.0,6,2.0,4.0,3.0,4,2,Serious,440606.983,4475825.945,2,2,1,5,40.43095299695535,-3.700215878999016
9881,1,18,4.0,2,1.0,3.0,1.0,3,1,Slight,443923.201,4475827.361,2,2,3,20,40.43119592949646,-3.6611218872970808
9882,1,18,4.0,2,1.0,5.0,1.0,3,1,Slight,443923.201,4475827.361,2,2,3,20,40.43119592949646,-3.6611218872970808
14737,2,18,4.0,0,1.0,3.0,1.0,3,1,Slight,443919.025,4475828.629,2,5,7,28,40.43120707076945,-3.6611712293475343
14738,2,18,4.0,0,1.0,3.0,2.0,3,2,Slight,443919.025,4475828.629,2,5,7,28,40.43120707076945,-3.6611712293475343
14739,2,18,4.0,0,1.0,5.0,1.0,3,1,Slight,443919.025,4475828.629,2,5,7,28,40.43120707076945,-3.6611712293475343
14740,2,18,4.0,0,1.0,5.0,2.0,3,1,Slight,443919.025,4475828.629,2,5,7,28,40.43120707076945,-3.6611712293475343
14741,2,18,4.0,0,1.0,5.0,2.0,3,2,Slight,443919.025,4475828.629,2,5,7,28,40.43120707076945,-3.6611712293475343
19310,1,18,4.0,0,1.0,5.0,1.0,2,1,Serious,443922.604,4475829.002,2,3,2,40,40.43121067224407,-3.661129070007329
19311,1,18,4.0,0,1.0,5.0,1.0,3,1,Slight,443922.604,4475829.002,2,3,2,40,40.43121067224407,-3.661129070007329
19312,1,18,4.0,0,1.0,5.0,2.0,3,1,Serious,443922.604,4475829.002,2,3,2,40,40.43121067224407,-3.661129070007329
23419,1,19,4.0,0,1.0,3.0,1.0,3,1,Slight,443921.411,4475827.995,2,2,2,47,40.43120152022638,-3.661143045247173
23420,1,19,4.0,0,1.0,5.0,1.0,3,1,Slight,443921.411,4475827.995,2,2,2,47,40.43120152022638,-3.661143045247173
108,2,19,6.0,2,1.0,4.0,1.0,3,1,Serious,440346.463,4475856.702,2,3,7,1,40.431211427320974,-3.703289955417331
109,2,19,6.0,2,1.0,5.0,1.0,2,1,Slight,440346.463,4475856.702,2,3,7,1,40.431211427320974,-3.703289955417331
110,2,19,6.0,2,1.0,5.0,2.0,2,1,Slight,440346.463,4475856.702,2,3,7,1,40.431211427320974,-3.703289955417331
47215,1,19,6.0,6,2.0,5.0,3.0,3,1,Slight,440354.72,4475874.85,2,1,4,15,40.4313755047819,-3.70319431879713
50110,2,19,6.0,2,1.0,1.0,1.0,3,1,Serious,440354.72,4475874.85,2,2,5,22,40.4313755047819,-3.70319431879713
50111,2,19,6.0,2,1.0,9.0,1.0,2,1,Slight,440354.72,4475874.85,2,2,5,22,40.4313755047819,-3.70319431879713
6324,2,19,6.0,4,1.0,4.0,1.0,4,1,Slight,439202.608,4475885.296,2,2,3,13,40.43138619497133,-3.716777265213734
6325,2,19,6.0,4,1.0,5.0,1.0,2,1,Slight,439202.608,4475885.296,2,2,3,13,40.43138619497133,-3.716777265213734
21167,1,19,6.0,4,1.0,9.0,1.0,3,1,Slight,439208.2,4475882.239,2,2,1,43,40.431359064932096,-3.716711050257136
21168,1,19,6.0,4,1.0,5.0,1.0,3,1,Slight,439208.2,4475882.239,2,2,1,43,40.431359064932096,-3.716711050257136
