,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,drogas_alcohol_positivo,vehiculos_implicados,dia_semana,semana_en_año,Latitude,Longitude
22577,1,19,6.0,4,1.0,4.0,1.0,3,1,Serious,439202.682,4475886.489,2,3,6,45,40.43139694742854,-3.716776506958354
22578,1,19,6.0,4,1.0,5.0,1.0,3,1,Slight,439202.682,4475886.489,2,3,6,45,40.43139694742854,-3.716776506958354
22579,1,19,6.0,4,1.0,5.0,2.0,3,1,Slight,439202.682,4475886.489,2,3,6,45,40.43139694742854,-3.716776506958354
33333,1,19,6.0,4,1.0,4.0,1.0,3,1,Slight,439205.516,4475886.694,2,2,7,25,40.43139900129203,-3.716743117298393
33334,1,19,6.0,4,1.0,3.0,1.0,3,1,Slight,439205.516,4475886.694,2,2,7,25,40.43139900129203,-3.716743117298393
40955,2,19,4.0,6,1.0,5.0,1.0,2,2,Slight,443876.078,4475905.353,2,2,2,49,40.43189534434201,-3.661684299128337
40956,2,19,4.0,6,1.0,5.0,3.0,1,1,Serious,443876.078,4475905.353,2,2,2,49,40.43189534434201,-3.661684299128337
32361,2,19,6.0,3,1.0,4.0,1.0,3,1,Serious,441311.295,4475918.513,2,1,3,22,40.43183688448572,-3.691921494944472
4670,2,19,12.0,2,1.0,4.0,1.0,3,1,Serious,444412.178,4475932.363,2,4,4,10,40.432174665373,-3.655366596367232
4671,2,19,12.0,2,1.0,5.0,1.0,3,1,Slight,444412.178,4475932.363,2,4,4,10,40.432174665373,-3.655366596367232
4672,2,19,12.0,2,1.0,5.0,2.0,3,1,Slight,444412.178,4475932.363,2,4,4,10,40.432174665373,-3.655366596367232
4673,2,19,12.0,2,1.0,5.0,2.0,3,2,Slight,444412.178,4475932.363,2,4,4,10,40.432174665373,-3.655366596367232
14305,2,19,12.0,4,1.0,5.0,1.0,2,1,Slight,444405.393,4475923.919,1,2,1,28,40.43209814380838,-3.655445846279807
14306,2,19,12.0,4,1.0,5.0,1.0,3,1,Slight,444405.393,4475923.919,2,2,1,28,40.43209814380838,-3.655445846279807
20693,1,19,12.0,8,1.0,3.0,1.0,2,1,Slight,444412.067,4475929.083,2,6,2,42,40.43214510995174,-3.655367618085387
20694,1,19,12.0,8,1.0,3.0,2.0,2,1,Slight,444412.067,4475929.083,2,6,2,42,40.43214510995174,-3.655367618085387
20695,1,19,12.0,8,1.0,5.0,1.0,3,2,Slight,444412.067,4475929.083,2,6,2,42,40.43214510995174,-3.655367618085387
20696,1,19,12.0,8,1.0,5.0,2.0,3,1,Slight,444412.067,4475929.083,2,6,2,42,40.43214510995174,-3.655367618085387
20697,1,19,12.0,8,1.0,5.0,2.0,3,2,Slight,444412.067,4475929.083,2,6,2,42,40.43214510995174,-3.655367618085387
24808,1,19,12.0,2,1.0,3.0,1.0,3,1,Slight,444413.11,4475933.258,2,2,4,49,40.43218279029986,-3.655355687274592
24809,1,19,12.0,2,1.0,5.0,1.0,3,1,Slight,444413.11,4475933.258,2,2,4,49,40.43218279029986,-3.655355687274592
33292,2,19,12.0,2,1.0,3.0,1.0,3,1,Slight,444411.321,4475928.188,2,2,6,25,40.43213699745449,-3.655376334414117
33293,2,19,12.0,2,1.0,5.0,1.0,3,1,Slight,444411.321,4475928.188,2,2,6,25,40.43213699745449,-3.655376334414117
35390,2,19,12.0,4,1.0,5.0,1.0,3,1,Slight,444408.749,4475923.994,2,3,2,32,40.432099043752935,-3.655406288934695
35391,2,19,12.0,4,1.0,5.0,2.0,3,2,Slight,444408.749,4475923.994,2,3,2,32,40.432099043752935,-3.655406288934695
37122,1,19,12.0,5,1.0,3.0,1.0,3,1,Slight,444413.111,4475931.774,2,3,4,38,40.43216942169705,-3.655355545699884
37123,1,19,12.0,5,1.0,5.0,1.0,3,1,Slight,444413.111,4475931.774,2,3,4,38,40.43216942169705,-3.655355545699884
37124,1,19,12.0,5,1.0,5.0,2.0,4,2,Slight,444413.111,4475931.774,2,3,4,38,40.43216942169705,-3.655355545699884
41011,1,19,4.0,2,1.0,5.0,1.0,3,2,Slight,444410.687,4475931.543,2,2,3,49,40.43216717872619,-3.655384102077988
7461,1,19,9.0,4,1.0,4.0,1.0,3,1,Serious,439166.594,4475947.835,2,1,4,15,40.431946939544126,-3.717207810019592
6390,1,17,4.0,6,1.0,5.0,1.0,3,1,Slight,442726.481,4475967.221,2,2,5,13,40.43237431936176,-3.675242395907244
6391,1,17,4.0,6,1.0,5.0,3.0,4,2,Serious,442726.481,4475967.221,2,2,5,13,40.43237431936176,-3.675242395907244
25795,2,3,4.0,6,1.0,4.0,1.0,3,1,Slight,441594.482,4475977.082,2,3,3,51,40.43238443479081,-3.688588419912873
25796,2,3,4.0,6,1.0,4.0,3.0,3,1,Serious,441594.482,4475977.082,2,3,3,51,40.43238443479081,-3.688588419912873
25797,2,3,4.0,6,1.0,4.0,3.0,3,2,Serious,441594.482,4475977.082,2,3,3,51,40.43238443479081,-3.688588419912873
43914,1,18,4.0,4,1.0,4.0,1.0,3,1,Slight,443948.89,4475995.43,2,3,3,6,40.432711715242,-3.6608338652351313
43915,1,18,4.0,4,1.0,5.0,1.0,3,1,Slight,443948.89,4475995.43,2,3,3,6,40.432711715242,-3.6608338652351313
43916,1,18,4.0,4,1.0,5.0,2.0,3,1,Slight,443948.89,4475995.43,2,3,3,6,40.432711715242,-3.6608338652351313
44099,1,18,4.0,1,1.0,5.0,1.0,3,1,Slight,443948.89,4475995.43,2,2,7,6,40.432711715242,-3.6608338652351313
44100,1,18,4.0,1,1.0,5.0,2.0,3,1,Slight,443948.89,4475995.43,2,2,7,6,40.432711715242,-3.6608338652351313
48066,1,0,4.0,4,1.0,9.0,1.0,3,1,Slight,443948.89,4475995.43,2,4,5,17,40.432711715242,-3.6608338652351313
48067,1,0,4.0,4,1.0,9.0,2.0,2,2,Slight,443948.89,4475995.43,2,4,5,17,40.432711715242,-3.6608338652351313
48068,1,0,4.0,4,1.0,9.0,2.0,3,2,Slight,443948.89,4475995.43,2,4,5,17,40.432711715242,-3.6608338652351313
48069,1,0,4.0,4,1.0,5.0,1.0,3,2,Slight,443948.89,4475995.43,2,4,5,17,40.432711715242,-3.6608338652351313
49207,2,18,4.0,10,1.0,3.0,1.0,4,1,Serious,443948.89,4475995.43,2,1,4,20,40.432711715242,-3.6608338652351313
52099,2,18,4.0,0,1.0,8.0,1.0,3,1,Slight,443948.89,4475995.43,2,3,1,27,40.432711715242,-3.6608338652351313
52100,2,18,4.0,0,1.0,5.0,1.0,3,2,Slight,443948.89,4475995.43,2,3,1,27,40.432711715242,-3.6608338652351313
52101,2,18,4.0,0,1.0,5.0,2.0,1,2,Slight,443948.89,4475995.43,2,3,1,27,40.432711715242,-3.6608338652351313
53277,1,0,4.0,0,1.0,12.0,1.0,3,1,Slight,443948.89,4475995.43,2,3,3,30,40.432711715242,-3.6608338652351313
53278,1,0,4.0,0,1.0,5.0,1.0,3,1,Slight,443948.89,4475995.43,2,3,3,30,40.432711715242,-3.6608338652351313
53279,1,0,4.0,0,1.0,5.0,2.0,2,1,Slight,443948.89,4475995.43,2,3,3,30,40.432711715242,-3.6608338652351313
54085,1,18,4.0,1,1.0,12.0,1.0,3,1,Slight,443948.89,4475995.43,2,1,3,33,40.432711715242,-3.6608338652351313
6469,2,17,4.0,1,1.0,5.0,1.0,2,2,Slight,442135.95,4476012.089,2,2,6,13,40.43273763990576,-3.68220824768262
6470,2,17,4.0,1,1.0,5.0,2.0,2,1,Slight,442135.95,4476012.089,2,2,6,13,40.43273763990576,-3.68220824768262
28479,2,17,4.0,6,2.0,5.0,1.0,3,1,Slight,442130.284,4476007.074,2,2,2,5,40.43269206814744,-3.6822745878398457
28480,2,17,4.0,6,2.0,5.0,3.0,3,2,Serious,442130.284,4476007.074,2,2,2,5,40.43269206814744,-3.6822745878398457
7596,2,19,12.0,3,1.0,15.0,1.0,3,1,Slight,444982.317,4476033.743,1,2,6,15,40.43312585953492,-3.64865398585976
7597,2,19,12.0,3,1.0,15.0,2.0,3,2,Serious,444982.317,4476033.743,2,2,6,15,40.43312585953492,-3.64865398585976
27378,1,19,12.0,2,1.0,12.0,1.0,3,1,Slight,444981.239,4476020.57,2,2,1,3,40.43300711862287,-3.648665554275611
27379,1,19,12.0,2,1.0,4.0,1.0,3,1,Slight,444981.239,4476020.57,2,2,1,3,40.43300711862287,-3.648665554275611
391,2,17,4.0,2,1.0,4.0,1.0,2,1,Slight,441753.448,4476041.242,2,2,3,2,40.43297356599752,-3.6867202528695744
392,2,17,4.0,2,1.0,5.0,1.0,3,1,Slight,441753.448,4476041.242,2,2,3,2,40.43297356599752,-3.6867202528695744
7174,1,17,4.0,2,3.0,5.0,1.0,3,1,Slight,441756.654,4476037.626,2,4,1,15,40.43294121584645,-3.68668212569922
7175,1,17,4.0,2,3.0,5.0,2.0,3,1,Slight,441756.654,4476037.626,2,4,1,15,40.43294121584645,-3.68668212569922
7176,1,17,4.0,2,3.0,5.0,2.0,3,2,Slight,441756.654,4476037.626,2,4,1,15,40.43294121584645,-3.68668212569922
10245,1,17,4.0,2,1.0,9.0,1.0,3,1,Slight,441759.562,4476035.389,2,2,1,21,40.43292126750794,-3.6866476380733366
10246,1,17,4.0,2,1.0,3.0,1.0,3,2,Slight,441759.562,4476035.389,2,2,1,21,40.43292126750794,-3.6866476380733366
16224,1,17,4.0,2,1.0,2.0,1.0,3,1,Slight,441762.022,4476042.976,2,2,4,32,40.4329897870845,-3.68661933215478
16225,1,17,4.0,2,1.0,9.0,1.0,3,1,Slight,441762.022,4476042.976,2,2,4,32,40.4329897870845,-3.68661933215478
18449,1,17,4.0,0,1.0,2.0,1.0,3,1,Slight,441759.785,4476036.135,2,3,3,38,40.43292800344774,-3.686645077469015
18450,1,17,4.0,0,1.0,5.0,1.0,3,2,Slight,441759.785,4476036.135,2,3,3,38,40.43292800344774,-3.686645077469015
18451,1,17,4.0,0,1.0,5.0,1.0,4,1,Slight,441759.785,4476036.135,2,3,3,38,40.43292800344774,-3.686645077469015
18553,2,17,4.0,2,1.0,3.0,1.0,3,1,Slight,441756.206,4476039.49,2,2,3,38,40.432957976278914,-3.686687578023452
18554,2,17,4.0,2,1.0,5.0,1.0,2,1,Slight,441756.206,4476039.49,2,2,3,38,40.432957976278914,-3.686687578023452
22248,1,17,4.0,2,2.0,4.0,1.0,4,1,Serious,441757.847,4476041.019,2,2,2,45,40.43297186515313,-3.686668372255738
22249,1,17,4.0,2,2.0,5.0,1.0,3,1,Slight,441757.847,4476041.019,2,2,2,45,40.43297186515313,-3.686668372255738
25882,2,17,4.0,2,4.0,3.0,1.0,3,1,Slight,441753.448,4476036.75,2,3,5,50,40.43293309991253,-3.6867198412022906
25883,2,17,4.0,2,4.0,5.0,1.0,3,2,Slight,441753.448,4476036.75,2,3,5,50,40.43293309991253,-3.6867198412022906
25884,2,17,4.0,2,4.0,5.0,2.0,3,1,Slight,441753.448,4476036.75,2,3,5,50,40.43293309991253,-3.6867198412022906
32073,1,17,4.0,2,1.0,5.0,1.0,3,2,Slight,441761.127,4476035.911,2,3,2,21,40.43292607951612,-3.686629236003725
32074,1,17,4.0,2,1.0,5.0,1.0,4,2,Slight,441761.127,4476035.911,2,3,2,21,40.43292607951612,-3.686629236003725
32075,1,17,4.0,2,1.0,5.0,2.0,4,2,Slight,441761.127,4476035.911,2,3,2,21,40.43292607951612,-3.686629236003725
41151,2,17,4.0,2,1.0,9.0,1.0,3,1,Slight,441763.29,4476045.269,2,3,6,49,40.4330105323087,-3.686604593698933
41152,2,17,4.0,2,1.0,9.0,2.0,3,2,Slight,441763.29,4476045.269,2,3,6,49,40.4330105323087,-3.686604593698933
41153,2,17,4.0,2,1.0,4.0,1.0,3,1,Serious,441763.29,4476045.269,2,3,6,49,40.4330105323087,-3.686604593698933
41154,2,17,4.0,8,1.0,3.0,1.0,2,1,Slight,441755.684,4476049.445,2,6,5,49,40.43304761912753,-3.686694644212324
41155,2,17,4.0,8,1.0,3.0,2.0,2,2,Slight,441755.684,4476049.445,2,6,5,49,40.43304761912753,-3.686694644212324
41156,2,17,4.0,8,1.0,5.0,1.0,3,1,Slight,441755.684,4476049.445,2,6,5,49,40.43304761912753,-3.686694644212324
41157,2,17,4.0,8,1.0,5.0,2.0,3,1,Slight,441755.684,4476049.445,2,6,5,49,40.43304761912753,-3.686694644212324
41158,2,17,4.0,8,1.0,5.0,2.0,4,1,Slight,441755.684,4476049.445,2,6,5,49,40.43304761912753,-3.686694644212324
40140,1,3,9.0,6,1.0,1.0,1.0,3,1,Slight,438120.853,4476064.748,2,2,4,47,40.432922999167424,-3.729547228465744
40141,1,3,9.0,6,1.0,1.0,3.0,4,2,Serious,438120.853,4476064.748,2,2,4,47,40.432922999167424,-3.729547228465744
48660,1,17,4.0,2,1.0,3.0,1.0,3,1,Serious,441740.12,4476078.34,2,2,3,19,40.433306829052846,-3.6868807784095416
48661,1,17,4.0,2,1.0,5.0,1.0,3,2,Slight,441740.12,4476078.34,2,2,3,19,40.433306829052846,-3.6868807784095416
10383,1,19,4.0,6,1.0,5.0,1.0,3,2,Slight,441850.825,4476083.034,2,2,1,21,40.433356861926285,-3.685576090738999
10384,1,19,4.0,6,1.0,5.0,3.0,3,2,Serious,441850.825,4476083.034,2,2,1,21,40.433356861926285,-3.685576090738999
30526,2,19,20.0,2,1.0,3.0,1.0,3,2,Serious,446351.983,4476099.979,2,2,4,9,40.43381202414584,-3.632512272076263
30527,2,19,20.0,2,1.0,5.0,1.0,3,2,Slight,446351.983,4476099.979,2,2,4,9,40.43381202414584,-3.632512272076263
15472,1,19,4.0,3,1.0,15.0,1.0,2,2,Serious,443150.981,4476129.729,2,1,5,30,40.43386739596672,-3.6702524945852906
18162,1,17,20.0,6,4.0,5.0,1.0,3,2,Slight,446134.858,4476131.164,2,2,6,37,40.43407892298413,-3.635074678763005
18163,1,17,20.0,6,4.0,5.0,3.0,4,2,Serious,446134.858,4476131.164,2,2,6,37,40.43407892298413,-3.635074678763005
14045,2,17,12.0,6,1.0,5.0,1.0,3,1,Slight,445578.029,4476157.876,2,2,5,27,40.43428331068832,-3.641641639693592
14046,2,17,12.0,6,1.0,5.0,3.0,1,1,Serious,445578.029,4476157.876,2,2,5,27,40.43428331068832,-3.641641639693592
25859,1,19,6.0,6,3.0,5.0,1.0,3,1,Slight,441374.486,4476172.863,2,2,4,51,40.434132645020135,-3.6912000057248826
25860,1,19,6.0,6,3.0,5.0,3.0,3,1,Serious,441374.486,4476172.863,2,2,4,51,40.434132645020135,-3.6912000057248826
41793,1,17,12.0,2,1.0,1.0,1.0,3,2,Fatal,446068.722,4476190.329,2,3,3,51,40.43460762908333,-3.635859403208016
41794,1,17,12.0,2,1.0,12.0,1.0,3,1,Slight,446068.722,4476190.329,2,3,3,51,40.43460762908333,-3.635859403208016
41795,1,17,12.0,2,1.0,12.0,2.0,3,1,Slight,446068.722,4476190.329,2,3,3,51,40.43460762908333,-3.635859403208016
46264,1,19,6.0,2,1.0,3.0,1.0,2,1,Serious,439580.69,4476203.42,2,2,6,12,40.43427954126612,-3.7123503970246734
46265,1,19,6.0,2,1.0,5.0,1.0,4,2,Slight,439580.69,4476203.42,2,2,6,12,40.43427954126612,-3.7123503970246734
8210,1,19,6.0,3,3.0,12.0,1.0,3,1,Slight,439310.35,4476221.943,2,3,2,17,40.43442672158967,-3.715539269346181
8211,1,19,6.0,3,3.0,4.0,1.0,3,1,Slight,439310.35,4476221.943,2,3,2,17,40.43442672158967,-3.715539269346181
8212,1,19,6.0,3,3.0,4.0,2.0,3,2,Slight,439310.35,4476221.943,2,3,2,17,40.43442672158967,-3.715539269346181
39414,1,19,6.0,2,3.0,9.0,1.0,3,1,Slight,439309.231,4476224.031,2,2,3,45,40.43444544951751,-3.7155526609311633
39415,1,19,6.0,2,3.0,4.0,1.0,3,1,Serious,439309.231,4476224.031,2,2,3,45,40.43444544951751,-3.7155526609311633
1972,2,17,9.0,5,3.0,4.0,1.0,3,1,Serious,437813.891,4476232.867,2,3,5,5,40.43441458670346,-3.7331824406006207
1973,2,17,9.0,5,3.0,5.0,1.0,2,1,Slight,437813.891,4476232.867,1,3,5,5,40.43441458670346,-3.7331824406006207
1974,2,17,9.0,5,3.0,5.0,1.0,3,1,Slight,437813.891,4476232.867,2,3,5,5,40.43441458670346,-3.7331824406006207
11685,1,17,9.0,4,1.0,4.0,1.0,3,1,Slight,437812.102,4476234.06,2,2,3,23,40.4344251999434,-3.7332036482469055
11686,1,17,9.0,4,1.0,5.0,1.0,3,2,Slight,437812.102,4476234.06,2,2,3,23,40.4344251999434,-3.7332036482469055
13629,1,3,9.0,4,1.0,4.0,1.0,3,1,Serious,438905.926,4476251.321,2,3,7,26,40.43466176158481,-3.7203099515015294
13630,1,3,9.0,4,1.0,5.0,1.0,3,1,Slight,438905.926,4476251.321,2,3,7,26,40.43466176158481,-3.7203099515015294
13631,1,3,9.0,4,1.0,5.0,1.0,4,2,Slight,438905.926,4476251.321,2,3,7,26,40.43466176158481,-3.7203099515015294
10819,1,3,6.0,2,1.0,4.0,1.0,3,1,Slight,440732.843,4476265.152,2,2,7,21,40.43491855084383,-3.698773109409638
10820,1,3,6.0,2,1.0,5.0,1.0,3,1,Slight,440732.843,4476265.152,2,2,7,21,40.43491855084383,-3.698773109409638
18547,1,9,6.0,2,1.0,4.0,1.0,3,1,Slight,440729.264,4476266.867,2,2,4,38,40.43493374528887,-3.698815463596984
18548,1,9,6.0,2,1.0,5.0,1.0,3,1,Slight,440729.264,4476266.867,2,2,4,38,40.43493374528887,-3.698815463596984
18908,2,9,6.0,3,1.0,3.0,1.0,3,1,Slight,440737.615,4476269.663,2,2,2,39,40.43495952801632,-3.698717271085204
18909,2,9,6.0,3,1.0,5.0,1.0,3,1,Slight,440737.615,4476269.663,2,2,2,39,40.43495952801632,-3.698717271085204
24908,1,9,6.0,2,1.0,4.0,1.0,3,1,Slight,440733.234,4476266.264,2,2,4,49,40.43492859610582,-3.698768603460774
24909,1,9,6.0,2,1.0,5.0,1.0,4,1,Slight,440733.234,4476266.264,2,2,4,49,40.43492859610582,-3.698768603460774
27436,1,9,6.0,5,1.0,3.0,1.0,3,1,Serious,440740.299,4476262.207,2,2,2,3,40.434892552239255,-3.698684933079135
27437,1,9,6.0,5,1.0,5.0,1.0,2,1,Slight,440740.299,4476262.207,2,2,2,3,40.434892552239255,-3.698684933079135
39084,1,9,6.0,2,1.0,5.0,1.0,3,1,Slight,440738.808,4476267.463,2,2,3,44,40.43493979442767,-3.6987030011800215
26565,1,3,6.0,2,1.0,4.0,1.0,3,1,Fatal,441152.031,4476280.586,2,3,2,1,40.4350873535561,-3.693832562795524
26566,1,3,6.0,2,1.0,4.0,2.0,3,2,Serious,441152.031,4476280.586,2,3,2,1,40.4350873535561,-3.693832562795524
26567,1,3,6.0,2,1.0,5.0,1.0,3,1,Slight,441152.031,4476280.586,1,3,2,1,40.4350873535561,-3.693832562795524
9681,2,19,4.0,4,1.0,5.0,1.0,3,2,Slight,442734.758,4476294.194,2,5,7,19,40.43532042508747,-3.6751742800939455
9682,2,19,4.0,4,1.0,5.0,1.0,4,1,Slight,442734.758,4476294.194,2,5,7,19,40.43532042508747,-3.6751742800939455
9683,2,19,4.0,4,1.0,5.0,2.0,3,1,Slight,442734.758,4476294.194,2,5,7,19,40.43532042508747,-3.6751742800939455
9684,2,19,4.0,4,1.0,5.0,2.0,3,2,Slight,442734.758,4476294.194,2,5,7,19,40.43532042508747,-3.6751742800939455
10130,2,19,4.0,4,1.0,3.0,1.0,3,1,Serious,442735.503,4476298.873,2,3,6,20,40.435362627138325,-3.675165918526194
10131,2,19,4.0,4,1.0,5.0,1.0,3,1,Slight,442735.503,4476298.873,2,3,6,20,40.435362627138325,-3.675165918526194
10132,2,19,4.0,4,1.0,5.0,2.0,4,2,Slight,442735.503,4476298.873,2,3,6,20,40.435362627138325,-3.675165918526194
12238,1,19,4.0,4,1.0,4.0,1.0,3,1,Slight,442738.709,4476294.418,2,2,3,24,40.43532271502741,-3.675127719877122
12239,1,19,4.0,4,1.0,5.0,1.0,3,1,Slight,442738.709,4476294.418,2,2,3,24,40.43532271502741,-3.675127719877122
23904,1,19,4.0,3,1.0,4.0,1.0,2,1,Slight,442736.622,4476297.102,2,1,7,47,40.43534675013848,-3.6751525664609015
14531,1,19,6.0,2,1.0,9.0,1.0,3,1,Slight,439658.107,4476310.281,2,2,5,28,40.43524781121414,-3.7114478551867234
14532,1,19,6.0,2,1.0,3.0,1.0,3,1,Serious,439658.107,4476310.281,2,2,5,28,40.43524781121414,-3.7114478551867234
24436,1,19,6.0,6,4.0,9.0,1.0,2,1,Slight,439660.493,4476315.836,2,2,7,48,40.43529802613797,-3.7114202530727054
24437,1,19,6.0,6,4.0,9.0,3.0,3,1,Slight,439660.493,4476315.836,2,2,7,48,40.43529802613797,-3.7114202530727054
27669,1,19,6.0,3,1.0,3.0,1.0,3,1,Serious,439663.364,4476314.904,2,3,5,3,40.43528983857323,-3.711386317138968
27670,1,19,6.0,3,1.0,5.0,1.0,3,1,Slight,439663.364,4476314.904,2,3,5,3,40.43528983857323,-3.711386317138968
27671,1,19,6.0,3,1.0,5.0,2.0,2,1,Slight,439663.364,4476314.904,2,3,5,3,40.43528983857323,-3.711386317138968
32430,2,3,6.0,6,1.0,4.0,1.0,4,1,Slight,441570.733,4476332.053,2,3,5,22,40.43558051338907,-3.688901031171375
32431,2,3,6.0,6,1.0,4.0,3.0,2,2,Serious,441570.733,4476332.053,2,3,5,22,40.43558051338907,-3.688901031171375
32432,2,3,6.0,6,1.0,4.0,3.0,3,1,Slight,441570.733,4476332.053,2,3,5,22,40.43558051338907,-3.688901031171375
33505,1,3,4.0,4,1.0,5.0,1.0,3,2,Slight,441581.359,4476326.703,2,2,4,26,40.43553306453588,-3.688775263776367
33506,1,3,4.0,4,1.0,5.0,1.0,3,1,Slight,441581.359,4476326.703,2,2,4,26,40.43553306453588,-3.688775263776367
19258,1,19,6.0,6,1.0,6.0,1.0,3,1,Slight,439092.107,4476345.791,2,2,1,40,40.43552644191311,-3.7181240625311904
19259,1,19,6.0,6,1.0,6.0,3.0,4,1,Serious,439092.107,4476345.791,2,2,1,40,40.43552644191311,-3.7181240625311904
20025,1,19,6.0,2,1.0,3.0,1.0,3,1,Slight,439083.063,4476349.196,2,2,1,41,40.43555645317305,-3.718231012712067
20026,1,19,6.0,2,1.0,5.0,1.0,3,1,Slight,439083.063,4476349.196,2,2,1,41,40.43555645317305,-3.718231012712067
47350,1,19,4.0,3,1.0,4.0,1.0,3,1,Serious,441655.63,4476381.37,2,1,6,15,40.43603074430987,-3.687904662878262
48844,1,19,4.0,3,1.0,3.0,1.0,3,1,Slight,441655.63,4476381.37,2,1,5,19,40.43603074430987,-3.687904662878262
24149,2,19,9.0,6,1.0,4.0,1.0,3,1,Slight,437965.699,4476394.554,2,3,3,48,40.435882462595295,-3.7314085257319407
24150,2,19,9.0,6,1.0,4.0,3.0,2,2,Serious,437965.699,4476394.554,2,3,3,48,40.435882462595295,-3.7314085257319407
24151,2,19,9.0,6,1.0,5.0,1.0,3,1,Slight,437965.699,4476394.554,2,3,3,48,40.435882462595295,-3.7314085257319407
47242,1,19,6.0,2,1.0,3.0,1.0,3,1,Slight,441388.1,4476408.57,2,3,4,15,40.43625696318468,-3.6910612457221705
47243,1,19,6.0,2,1.0,3.0,2.0,3,2,Serious,441388.1,4476408.57,2,3,4,15,40.43625696318468,-3.6910612457221705
47244,1,19,6.0,2,1.0,5.0,1.0,3,2,Slight,441388.1,4476408.57,2,3,4,15,40.43625696318468,-3.6910612457221705
16878,2,3,4.0,3,1.0,4.0,1.0,3,1,Serious,441547.507,4476433.774,2,1,1,35,40.43649523178568,-3.689184211441372
47723,2,17,20.0,1,3.0,5.0,1.0,2,1,Slight,448772.9,4476438.27,2,2,6,16,40.43701219208293,-3.603998373361459
47724,2,17,20.0,1,3.0,5.0,1.0,3,1,Slight,448772.9,4476438.27,2,2,6,16,40.43701219208293,-3.603998373361459
53634,2,17,20.0,10,1.0,3.0,1.0,2,1,Slight,448772.9,4476438.27,2,2,4,31,40.43701219208293,-3.603998373361459
53635,2,17,20.0,10,1.0,3.0,2.0,1,1,Serious,448772.9,4476438.27,2,2,4,31,40.43701219208293,-3.603998373361459
7548,1,17,4.0,6,1.0,5.0,1.0,3,2,Slight,443395.75,4476470.235,2,2,5,15,40.436951542080045,-3.66739717259948
7549,1,17,4.0,6,1.0,5.0,3.0,4,1,Serious,443395.75,4476470.235,2,2,5,15,40.436951542080045,-3.66739717259948
43725,2,19,4.0,1,2.0,3.0,2.0,3,2,Serious,441743.08,4476493.41,2,1,6,5,40.43704618395729,-3.686883932462391
44580,2,14,9.0,2,1.0,4.0,1.0,3,1,Serious,438530.49,4476502.79,2,3,4,8,40.43689943193437,-3.7247603978450408
44581,2,14,9.0,2,1.0,5.0,1.0,2,1,Slight,438530.49,4476502.79,2,3,4,8,40.43689943193437,-3.7247603978450408
44582,2,14,9.0,2,1.0,5.0,2.0,2,2,Slight,438530.49,4476502.79,2,3,4,8,40.43689943193437,-3.7247603978450408
51849,1,17,9.0,0,1.0,6.0,1.0,3,1,Slight,438530.49,4476502.79,2,2,4,26,40.43689943193437,-3.7247603978450408
51850,1,17,9.0,0,1.0,4.0,1.0,3,1,Slight,438530.49,4476502.79,2,2,4,26,40.43689943193437,-3.7247603978450408
31131,2,17,9.0,4,1.0,4.0,1.0,3,1,Serious,438722.056,4476535.141,2,2,6,10,40.43720500011198,-3.7225050163662736
31132,2,17,9.0,4,1.0,5.0,1.0,3,1,Slight,438722.056,4476535.141,2,2,6,10,40.43720500011198,-3.7225050163662736
3903,1,3,4.0,4,1.0,5.0,1.0,3,1,Slight,441459.599,4476551.973,2,3,1,9,40.43755384009678,-3.690231508722441
3904,1,3,4.0,4,1.0,5.0,1.0,3,2,Slight,441459.599,4476551.973,2,3,1,9,40.43755384009678,-3.690231508722441
11908,1,3,4.0,0,1.0,3.0,1.0,3,1,Serious,441458.257,4476552.7,2,3,6,23,40.43756029478109,-3.6902473977129775
11909,1,3,4.0,0,1.0,5.0,1.0,3,1,Slight,441458.257,4476552.7,2,3,6,23,40.43756029478109,-3.6902473977129775
42852,1,19,4.0,2,2.0,4.0,1.0,3,1,Fatal,441571.36,4476574.83,2,3,4,1,40.4377676063841,-3.688915962034216
42853,1,19,4.0,2,2.0,5.0,1.0,3,1,Slight,441571.36,4476574.83,2,3,4,1,40.4377676063841,-3.688915962034216
44915,1,19,4.0,2,1.0,5.0,1.0,4,1,Slight,441571.36,4476574.83,2,1,4,9,40.4377676063841,-3.688915962034216
30689,2,19,4.0,3,1.0,3.0,1.0,3,1,Serious,441655.026,4476584.799,2,1,7,9,40.43786328595727,-3.687930462201904
40545,2,19,4.0,4,3.0,5.0,1.0,3,2,Slight,441648.986,4476588.043,2,2,3,48,40.4378920856433,-3.68800197130716
40546,2,19,4.0,4,3.0,5.0,1.0,3,1,Slight,441648.986,4476588.043,2,2,3,48,40.4378920856433,-3.68800197130716
29066,2,19,6.0,3,1.0,3.0,1.0,3,2,Serious,441340.598,4476607.354,2,1,4,6,40.43804435227291,-3.691639627892095
29232,2,19,6.0,3,1.0,13.0,1.0,3,1,Slight,441331.254,4476601.709,2,1,7,6,40.43799284035145,-3.691749272032505
45070,2,17,9.0,3,2.0,4.0,1.0,3,1,Slight,438544.18,4476624.27,2,1,6,9,40.43799478387408,-3.724610746217523
45652,2,17,9.0,3,1.0,3.0,1.0,3,1,Slight,438544.18,4476624.27,2,1,2,11,40.43799478387408,-3.724610746217523
